#Frame      Dih_00141 Dih_00142 Dih_00143 Dih_00144 Dih_00145
       1     -35.3378 45.3693 -35.6094 16.8649 10.9283
       2     -30.8669 36.9116 -30.6954 12.2884 12.0279
       3     -34.8040 35.4635 -22.7503 4.1936 18.5177
       4     -40.7079 37.5442 -21.3260 -2.1251 26.4886
       5     -37.2337 35.8310 -20.1954 -0.7457 24.5696
       6     -46.5642 47.0324 -30.3777 3.3596 27.9834
       7     -20.5907 36.0988 -36.8238 24.9962 -2.4670
       8     -35.3935 41.8225 -33.0785 14.6060 13.9726
       9     -35.8110 42.8200 -36.1042 16.1103 12.0588
      10     -32.5635 41.9603 -33.6586 15.2110 11.3033
      11     -37.5808 42.9104 -31.6794 10.4822 17.6960
      12     -45.1961 45.6045 -31.1757 5.6795 24.2953
      13     -33.7975 49.5648 -44.0088 26.7066 3.4397
      14     -31.8306 45.7635 -43.0311 23.9466 5.5881
      15     -39.7745 42.9574 -28.3028 6.5486 21.9709
      16     -40.3764 38.8112 -22.0645 -0.6878 26.4371
      17     -39.1217 29.8696 -12.2583 -9.3363 30.2671
      18     -45.0218 37.9058 -19.9945 -5.6586 33.6241
      19     -39.0874 45.9854 -32.4649 12.3647 16.0216
      20     -45.4204 49.8974 -32.1021 5.0952 25.9371
      21     -36.5104 43.1592 -34.1963 12.4509 15.1193
      22     -44.1507 42.3826 -29.2028 4.7603 23.4807
      23     -41.5171 44.0715 -32.7505 8.7356 21.2677
      24     -42.2327 48.4584 -37.6892 15.8884 16.1163
      25     -48.3247 42.0985 -23.7669 -3.4004 32.5513
      26     -37.3859 35.8304 -24.1523 4.3507 19.0293
      27     -49.7584 49.9384 -29.2763 3.3154 28.7403
      28     -35.7753 38.8110 -31.9697 12.1212 15.0365
      29     -32.4731 38.6992 -28.4916 10.0314 14.2540
      30     -47.1956 43.9189 -23.8543 -1.9997 29.8315
      31     -48.7914 50.5915 -32.8285 4.8099 27.7140
      32     -41.6551 40.2701 -27.2909 4.6936 22.7453
      33     -41.7538 48.6741 -35.3588 11.5040 18.6309
      34     -36.9349 38.4452 -24.9778 4.1501 19.7221
      35     -52.0687 51.3809 -32.1318 4.5969 26.9752
      36     -45.2725 47.3688 -30.0899 4.7033 25.7084
      37     -48.1932 51.9405 -33.5359 6.3440 25.5623
      38     -33.9128 37.2568 -24.7461 6.5427 16.2095
      39     -44.2885 51.5339 -39.0850 13.6899 19.5106
      40     -42.2010 42.6363 -29.2104 6.8305 22.6017
      41     -46.0539 44.2719 -25.1391 0.1067 27.2510
      42     -50.0251 44.0896 -19.8840 -9.4374 35.8569
      43     -41.9473 50.8044 -38.4895 13.0196 18.8017
      44     -44.1677 44.0732 -27.0847 1.9344 27.3673
      45     -44.7448 43.7822 -27.5357 2.2897 26.2158
      46     -25.7776 47.0919 -46.3650 29.3895 -2.4681
      47     -40.2951 48.7809 -37.7040 14.6121 16.0003
      48     -39.2909 44.7198 -35.8970 14.7051 14.8593
      49     -36.0771 41.2365 -30.9861 11.2698 16.2466
      50     -37.8234 43.7603 -33.7795 13.9552 14.9316
      51     -38.9178 42.7776 -32.3251 12.6328 15.6750
      52     -36.3079 44.7074 -32.3068 11.9625 15.9202
      53     -33.9613 41.1713 -31.1825 12.9623 13.2938
      54     -38.4553 42.1764 -28.6816 7.2643 19.2571
      55     -36.2545 38.7947 -27.3464 6.9938 19.0157
      56     -38.9570 45.2430 -37.7365 13.5214 15.5138
      57     -32.6813 39.3009 -30.8579 11.4237 14.5796
      58     -43.9175 45.6019 -28.2684 2.1929 25.9457
      59     -49.8355 43.6273 -22.8512 -4.4396 33.7185
      60     -43.9286 43.0458 -28.5538 6.0688 22.3567
      61     -41.9627 46.1378 -34.2461 12.0400 17.4682
      62     -46.3957 48.1514 -29.9010 3.9537 26.0529
      63     -44.8757 45.7748 -29.3856 1.0471 27.9147
      64     -43.0936 50.4315 -38.4408 13.2257 19.4203
      65     -51.6878 53.8405 -30.8190 4.0722 28.4870
      66     -50.7422 49.3858 -33.7090 6.8595 25.7725
      67     -37.9131 41.7737 -30.3521 7.5624 19.4490
      68     -40.6148 42.9492 -27.0703 5.0812 20.9584
      69     -42.1090 44.6377 -28.9286 7.7876 22.2355
      70     -37.6686 40.6031 -29.8500 8.9242 18.1112
      71     -49.2591 46.1050 -28.7766 0.9130 30.3030
      72     -38.5440 48.1973 -38.0131 18.2456 12.1952
      73     -43.6888 41.3553 -22.9526 -1.7348 26.9758
      74     -48.3746 48.0320 -29.8758 3.8965 27.8218
      75     -42.9212 44.6385 -32.5369 9.1633 21.4680
      76     -38.2395 46.7462 -38.1401 18.1580 12.1539
      77     -42.0650 46.9493 -33.8638 12.0146 17.7334
      78     -46.6911 44.1018 -27.9347 1.8294 28.3893
      79     -53.5629 49.3209 -28.9707 -2.3970 38.2076
      80     -44.9519 46.4548 -36.5059 11.7587 20.1004
      81     -42.2806 45.4107 -33.5824 9.4190 21.0674
      82     -43.7872 43.4481 -27.5083 3.0747 25.5408
      83     -42.5665 46.3630 -32.6933 8.8871 20.2182
      84     -47.2969 46.2060 -29.3799 2.4264 28.0393
      85     -44.3468 43.6549 -26.6941 3.4582 24.8800
      86     -42.3779 48.2672 -31.1806 6.8835 21.3607
      87     -48.4153 40.5952 -20.8081 -8.1135 36.3349
      88     -44.5837 44.1702 -27.0500 3.0732 25.9256
      89     -43.6646 42.4424 -26.4044 3.3109 25.2964
      90     -46.2694 44.1074 -25.1915 -1.7861 30.8899
      91     -53.5761 49.1015 -24.9208 -3.9899 35.3858
      92     -46.6313 44.4714 -26.2833 -0.6653 29.6051
      93     -42.2654 36.9785 -22.5174 -1.6326 27.9912
      94     -47.5206 40.1897 -21.9262 -5.8291 33.0278
      95     -44.1204 42.3327 -27.6843 2.8655 25.5224
      96     -51.1048 47.9069 -30.2299 1.6148 31.1879
      97     -38.4063 42.8857 -30.0988 8.2838 19.6980
      98     -44.7604 42.3816 -24.2035 1.0183 25.9022
      99     -44.7150 43.9796 -20.6027 -7.0875 34.6104
     100     -50.3594 43.9472 -17.8453 -10.0304 36.9069
     101     -52.0308 46.1817 -24.3176 -2.8318 32.5162
     102     -53.3338 41.7676 -15.1233 -15.7017 45.5696
     103     -52.9661 51.2252 -29.7665 0.2957 33.5515
     104     -47.9675 48.7311 -28.8101 1.8813 29.0203
     105     -39.2104 36.7740 -18.9787 -2.2142 24.0953
     106     -45.2349 35.1458 -12.9859 -12.0554 34.3911
     107     -39.3282 44.0287 -32.1215 11.0264 18.3414
     108     -39.7398 45.0109 -27.4863 7.8457 20.6395
     109     -45.3687 51.3311 -35.3424 9.1024 23.8955
     110     -43.8384 49.3654 -39.3348 15.3268 17.5533
     111     -46.4767 46.8994 -26.0773 0.3280 27.5263
     112     -31.7800 40.6393 -32.3211 12.9720 12.6219
     113     -33.7237 42.1789 -34.3994 17.5335 10.1083
     114     -33.3036 44.7544 -35.9710 19.3084 8.4322
     115     -46.6004 43.5027 -27.0813 2.5361 25.3635
     116     -42.5815 43.3142 -28.8301 4.5365 25.7615
     117     -48.3193 45.3414 -27.8063 0.9166 28.5683
     118     -43.9261 44.5225 -30.6438 7.8118 22.3123
     119     -50.4167 49.0365 -29.2194 -1.5586 33.6395
     120     -50.9727 45.5070 -22.7919 -6.7776 35.5902
     121     -41.6824 41.0451 -27.5852 4.1859 23.0505
     122     -49.6793 46.6042 -26.2538 -2.0262 33.3549
     123     -39.9077 45.7178 -30.9622 9.9403 17.9914
     124     -37.5751 47.0753 -38.0261 19.1918 10.8276
     125     -39.3089 45.3092 -35.9604 13.2921 16.7776
     126     -40.3337 47.6338 -40.9803 17.8213 12.9279
     127     -43.6327 47.4273 -38.1047 15.4360 17.8985
     128     -42.1656 46.9678 -31.8147 8.8453 19.5798
     129     -29.9876 38.8278 -32.8759 16.5399 8.4964
     130     -52.1033 54.8998 -34.9181 7.1449 25.7241
