#Frame      Dih_00166 Dih_00167 Dih_00168 Dih_00169 Dih_00170
       1       3.0119 -22.9920 32.2503 -32.8151 19.6211
       2      -2.8518 -19.7353 32.2841 -35.4264 23.2447
       3       6.5893 -17.8812 22.5552 -18.3817 7.2539
       4      -3.4620 -17.7156 29.1252 -31.3215 21.6669
       5      -4.5547 -18.9382 34.1600 -38.1760 28.0861
       6       4.1546 -25.2669 34.5644 -35.5910 18.9843
       7      -7.3787 -20.1996 37.5995 -43.4182 32.0238
       8      11.5416 -31.0117 35.4335 -31.2460 13.5248
       9      12.4871 -32.4600 39.7686 -34.4484 14.1064
      10       0.5194 -27.8545 43.4485 -45.5874 28.7354
      11      -7.5872 -11.7693 24.4497 -28.8468 23.4329
      12       5.6224 -27.9053 35.8778 -34.5204 17.0660
      13      -9.4457 -16.3886 34.0816 -40.2015 31.8450
      14      -6.2656 -7.7229 17.8029 -20.7593 17.3548
      15       6.1928 -27.3605 34.2662 -34.6754 16.5101
      16      11.0369 -26.5418 31.5027 -23.2035 8.2840
      17      -2.1529 -18.6703 29.2208 -30.8706 22.1856
      18      -9.8440 -22.3357 46.8369 -52.9554 36.2340
      19      -2.6461 -17.9100 30.9570 -33.4990 22.9678
      20     -15.2739 -13.3435 35.2394 -45.3895 36.0860
      21       9.8578 -31.2242 39.3191 -36.1062 16.0492
      22      14.1712 -36.1515 41.6938 -33.3030 11.6292
      23       6.5817 -26.3804 32.0030 -32.4445 17.6186
      24       1.6998 -25.0043 37.6555 -38.4482 22.4430
      25       1.7483 -20.4934 29.1901 -28.6385 17.3955
      26      -2.8099 -23.7331 37.7648 -39.2431 27.5050
      27       9.7199 -22.1223 27.2928 -23.4268 7.9388
      28      10.5436 -28.0133 34.0523 -30.6470 13.2852
      29       9.8719 -28.0087 35.4517 -30.3851 13.4088
      30      -6.2413 -18.5629 34.5772 -38.6508 27.4887
      31      -6.6472 -13.9899 28.3581 -32.8588 25.1246
      32      -6.7235 -21.2313 37.7387 -41.0219 31.3018
      33     -15.8022 -9.4404 28.1493 -38.1008 34.8139
      34       6.5948 -28.9274 37.3790 -36.4260 18.8659
      35       3.4962 -20.4519 27.6782 -26.6846 14.2213
      36      15.0104 -32.6169 39.1438 -30.1368 8.5980
      37       7.1831 -30.1112 38.0460 -37.4686 20.0571
      38      -1.1377 -22.1653 36.5933 -38.4949 24.6788
      39     -13.0831 -3.8145 17.8532 -26.0765 25.2014
      40      -1.4831 -20.2775 30.9136 -33.3346 22.1761
      41      -8.2281 -16.2332 33.3699 -42.8248 30.5069
      42       5.0677 -22.1885 28.3617 -26.0331 13.5781
      43       6.8517 -23.5556 29.2363 -26.9261 13.0637
      44      -0.6758 -19.2853 29.0364 -30.5873 19.0155
      45      -7.6149 -19.9747 38.8234 -44.8347 31.5464
      46      -9.2678 -15.1456 31.5751 -39.2799 28.9317
      47      -1.6784 -21.9051 34.3869 -37.7936 25.8001
      48     -17.7354 -12.5254 35.0866 -43.7583 39.8449
      49      -7.0425 -22.2143 39.9619 -43.9292 32.5197
      50       1.5645 -18.8389 27.7636 -27.1968 17.1238
      51     -12.3529 -14.2921 31.1152 -40.1801 34.1522
      52       0.2747 -20.4048 29.5625 -31.7408 20.8355
      53      -6.4049 -19.8358 34.5053 -41.4453 30.0167
      54       0.5088 -21.6844 35.7060 -35.9355 22.9793
      55     -17.2154 -4.4199 22.0190 -30.7290 30.8759
      56      13.5373 -32.8749 35.3514 -29.3521 10.7341
      57       8.2361 -28.6903 35.7426 -32.4112 15.2678
      58       3.9679 -18.8643 24.5782 -23.0651 12.8048
