#Frame      Dih_00071 Dih_00072 Dih_00073 Dih_00074 Dih_00075
       1     -41.0629 31.1028 -9.2561 -14.8811 34.4835
       2     -42.7178 22.3505 5.3504 -29.6406 49.0878
       3     -42.8268 37.1258 -20.5206 -2.9333 28.0406
       4     -36.3846 38.4000 -22.6891 1.2502 23.1222
       5     -47.9123 38.4972 -14.8345 -12.3062 38.0034
       6     -42.1160 34.0497 -14.7294 -8.7581 31.8414
       7     -28.3059 33.5967 -25.9963 10.6372 11.7760
       8     -29.8635 37.1512 -28.6580 13.6649 9.4405
       9     -31.7011 37.8524 -29.2382 11.6543 13.0316
      10     -24.7245 37.0142 -36.5941 24.8380 0.1548
      11     -35.1719 46.7819 -37.7333 20.5468 9.5602
      12     -24.7820 35.2062 -32.0465 19.9147 2.6086
      13     -40.4582 56.5772 -46.1527 23.6446 11.1487
      14     -50.4226 54.0767 -38.8072 11.0138 23.8177
      15     -40.6786 45.7998 -30.8843 10.1666 17.7613
      16     -34.1779 49.5562 -44.0337 26.7314 3.5133
      17     -45.4588 44.8623 -31.1165 4.7768 26.2519
      18     -37.5739 44.4341 -33.5735 11.7821 15.5718
      19     -41.2482 49.3373 -34.4708 12.1553 18.1337
      20     -47.1691 46.8018 -29.8448 5.0634 26.3727
      21     -48.1098 50.8334 -32.9318 5.0901 28.0375
      22     -50.4418 57.3124 -40.6802 14.1869 22.4061
      23     -39.7755 43.9558 -33.1136 11.7887 17.1952
      24     -35.4677 47.5066 -38.3469 20.6540 9.6245
      25     -44.9268 46.0448 -27.8730 3.9887 25.3895
      26     -51.2292 54.1019 -33.2483 5.6719 26.3758
      27     -44.2669 48.0907 -37.2079 15.0278 17.6330
      28     -51.4370 51.2513 -33.5186 4.8206 29.0183
      29     -40.6645 44.4561 -31.1157 10.3278 18.8243
      30     -34.1813 41.1199 -29.8317 12.2104 13.5132
      31     -42.7248 45.1137 -29.8644 6.6263 22.1533
      32     -48.6342 46.2825 -32.4588 2.7391 29.0216
      33     -39.3707 43.3540 -27.2087 6.3890 19.1235
      34     -34.8779 48.0317 -37.9363 18.8364 10.7094
      35     -36.8902 48.5346 -38.9618 16.8584 12.5234
      36     -42.3859 53.7285 -37.0257 11.4466 21.3407
      37     -39.7103 48.8634 -38.8759 16.5181 14.8342
      38     -42.3763 52.6804 -39.8749 15.5472 16.0721
      39     -50.7938 50.2468 -30.2048 4.3960 27.6742
      40     -49.3339 38.5422 -14.3274 -15.7682 41.1950
      41     -42.9437 34.4692 -13.2926 -11.2358 34.1672
      42     -44.0891 46.3751 -31.3727 7.4721 22.3290
      43     -57.4563 54.5500 -29.8424 -2.8182 37.3570
      44     -30.9669 37.6896 -30.6742 12.3681 11.8588
      45     -44.5686 37.5808 -17.1708 -7.7278 33.5670
      46     -46.3505 55.3503 -38.6752 13.6860 19.6403
      47     -49.0034 49.0610 -27.7838 0.3753 28.9504
      48     -55.2930 44.3556 -18.9410 -12.9552 42.8419
      49     -41.8215 47.1275 -34.4791 10.8652 20.3769
      50     -40.6655 49.1682 -37.6924 17.8657 13.7751
      51     -29.7558 41.2858 -33.7213 16.2558 8.5561
      52     -43.7602 47.7036 -34.6749 8.1669 22.1258
      53     -13.3438 33.3230 -39.7742 33.1590 -12.7684
      54     -34.1502 42.3052 -33.4757 13.9635 12.6657
      55     -33.8310 38.4664 -26.1072 8.5435 15.3467
      56     -33.3413 37.0329 -26.4763 8.3349 15.4354
      57     -32.1047 31.2691 -18.9200 0.2197 20.4412
      58     -48.9885 44.8492 -22.0336 -6.4155 36.5102
      59     -50.4011 27.1621 3.0710 -31.9486 52.4549
      60     -45.7422 43.2124 -23.3555 -1.0785 28.8888
      61     -54.3775 44.6486 -21.6793 -7.9636 38.1769
      62     -39.3164 33.1242 -14.3246 -7.6003 31.0672
      63     -40.7437 39.5411 -21.8896 -0.9590 26.3182
      64     -49.4630 44.3731 -19.4300 -9.2316 38.8413
      65     -44.8138 36.5240 -16.5300 -7.2013 30.1338
      66     -45.5920 43.8832 -24.4270 -2.5509 32.6156
      67     -27.1039 40.5130 -36.7097 19.7997 5.0437
      68     -33.6791 36.6382 -26.0664 7.1735 16.3299
      69     -25.4797 32.9982 -26.8118 13.1534 7.1387
      70     -24.9179 35.1034 -29.0176 15.2382 6.0551
      71     -45.2497 48.1234 -35.3687 9.9149 23.2947
      72     -39.6665 36.7971 -21.1851 -1.6993 26.9768
      73     -43.4228 34.9428 -12.5210 -12.2720 35.3115
      74     -36.4571 33.2677 -17.5417 -2.5453 24.6857
      75     -31.1513 37.4950 -30.2628 11.5665 13.4516
      76     -24.4446 32.0296 -25.4435 11.8271 8.2290
      77     -45.5222 43.3087 -22.6792 -4.0312 29.9813
      78     -19.2108 5.8209 7.1318 -17.7861 24.2831
      79     -35.4694 17.6578 2.0296 -23.6289 37.7589
      80     -35.5767 40.2593 -29.8128 8.2611 18.0197
      81     -41.7841 32.7550 -13.1737 -11.8358 34.2352
      82     -29.7163 30.5389 -21.7136 5.9520 15.1364
