#Frame      Dih_00156 Dih_00157 Dih_00158 Dih_00159 Dih_00160
       1     -12.5274 26.9388 -29.0667 22.1125 -6.3081
       2      -4.4031 23.7406 -31.5365 30.5043 -17.1258
       3     -30.3403 41.9602 -34.3261 16.1959 9.2396
       4     -21.7975 30.2787 -27.1757 15.9677 3.2050
       5     -22.5221 34.0940 -33.4310 21.1992 1.4703
       6     -17.4136 30.2413 -29.3365 20.1658 -2.3192
       7     -14.8936 29.1643 -30.1532 23.1461 -5.6256
       8     -10.4085 28.1824 -32.8647 29.5780 -12.4297
       9     -12.0167 21.2462 -22.4132 15.1758 -2.6031
      10     -34.7598 44.0055 -33.4846 14.1822 12.5742
      11     -19.1417 34.9572 -34.6314 24.9494 -4.0698
      12     -16.9961 27.6082 -26.2346 17.6491 -0.2710
      13     -19.4433 26.4802 -21.7935 12.2239 3.9858
      14     -20.4125 33.6077 -30.5641 21.4781 -1.2465
      15     -26.0565 37.9137 -32.1340 18.1453 4.2240
      16     -36.8903 38.9319 -24.9644 4.5772 19.5737
      17      -9.9338 25.4601 -29.9446 25.6581 -9.7969
      18     -42.4472 42.0622 -28.2065 4.4890 22.8727
      19     -35.0063 46.7103 -36.8304 17.0571 11.0582
      20     -30.7601 45.5299 -41.4950 24.8075 3.8366
      21     -35.7080 39.8048 -30.6293 11.8947 14.9872
      22     -38.0279 44.3697 -36.2497 15.6295 14.0045
      23     -10.5087 31.7732 -37.5696 31.4225 -13.4504
      24     -17.4513 38.8143 -38.9726 31.7463 -9.1696
      25     -44.3822 42.3072 -22.4086 -2.2216 28.1830
      26     -20.1845 31.8063 -30.5099 19.6004 0.9773
      27       4.0668 23.1460 -38.7792 44.2271 -31.2750
      28     -20.5046 32.8047 -32.6794 21.1486 -0.2824
      29      -9.6685 21.1412 -23.1552 19.7407 -6.0553
      30     -23.3177 35.7239 -32.2603 20.2277 1.2745
      31     -24.9076 37.4477 -36.2042 23.6726 0.1778
      32     -16.4446 28.1975 -27.3961 20.1801 -3.1733
      33      -2.0557 21.0166 -30.2016 30.2592 -17.5517
      34     -15.0063 33.4729 -36.5160 30.1484 -10.2346
      35     -37.4875 37.5096 -24.4217 2.1398 22.8780
      36     -42.1358 46.9413 -30.2887 7.6602 20.9069
      37     -12.3403 30.3271 -34.7045 29.2409 -10.5267
      38     -18.8364 36.0309 -36.2843 28.4241 -7.2695
      39     -26.1448 36.0747 -29.7696 16.0582 6.2925
      40     -35.8567 37.1140 -23.0309 2.6213 20.4476
      41     -27.5201 35.8876 -30.2955 15.8994 6.7864
      42     -38.7865 38.8121 -22.8450 0.5264 24.9456
      43     -40.6814 44.9167 -28.6203 5.7121 20.9925
      44     -36.3540 36.6832 -22.1721 1.7054 22.1499
      45     -38.6967 32.9821 -14.1610 -9.1546 29.9901
      46     -31.3272 38.3254 -29.1631 10.6240 12.3857
      47     -37.2437 50.0884 -41.9318 21.7106 9.0267
      48     -39.0358 39.5396 -26.2869 3.9516 21.9053
