#Frame      Dih_00121 Dih_00122 Dih_00123 Dih_00124 Dih_00125
       1       2.9679 20.2472 -31.2293 35.2854 -25.3925
       2     -16.9452 34.7956 -38.4768 30.5677 -9.0698
       3     -34.0575 40.0753 -31.6687 13.2647 12.9529
       4       2.9740 22.0875 -35.7419 37.0136 -27.8341
       5      -9.9384 27.1902 -31.8482 29.4149 -11.7249
       6     -12.0260 30.2775 -32.3574 27.3568 -9.6078
       7       0.9596 21.3893 -34.0979 35.3468 -23.4368
       8     -20.1174 39.4513 -42.1469 33.0160 -7.4407
       9     -16.7198 31.4292 -30.7952 22.8868 -4.4364
      10     -31.0020 41.0158 -34.6801 19.6544 6.7032
      11      -5.2664 23.4057 -28.8375 27.2523 -15.0557
      12     -15.7508 31.5061 -34.7348 27.6574 -7.0579
      13     -28.1168 39.7143 -35.9896 19.7518 4.9613
      14     -26.5099 44.9254 -45.4760 31.2157 -3.4054
      15     -13.8837 31.9868 -36.8170 29.2757 -10.7975
      16     -26.3289 41.8880 -38.5277 24.8264 1.3173
      17     -20.7394 41.7833 -40.4545 32.5158 -7.4819
      18     -33.6567 44.2485 -38.2767 19.9648 9.6103
      19     -24.3148 41.7935 -40.1442 29.6593 -4.4610
      20       0.1291 22.8278 -33.9948 36.6228 -23.3652
      21      -6.5133 23.3339 -29.6272 26.2796 -13.0543
      22      -7.8089 28.9191 -37.4846 35.7118 -17.9751
      23      -6.7667 22.3017 -28.0044 25.3543 -12.2076
      24     -23.7241 36.5359 -33.3612 24.0259 -0.3642
      25     -19.3769 40.5225 -42.6143 34.0014 -8.9183
      26     -28.4536 39.7669 -35.0429 20.8468 4.8738
      27     -18.2168 30.9484 -30.4781 21.3661 -1.9926
      28     -12.1471 26.5762 -30.4276 26.7046 -9.7308
      29     -14.2805 35.2477 -38.1670 29.9324 -11.0272
      30     -25.1664 39.0248 -37.7562 22.8308 0.8790
      31     -20.2964 36.3762 -35.9919 24.5387 -2.6503
      32      -1.7806 19.8608 -29.0456 28.2023 -16.2625
      33      -6.6571 26.7742 -33.3437 28.5661 -14.2671
      34     -23.7357 32.8541 -27.1570 15.2577 4.4908
      35     -14.5081 31.8798 -34.1962 26.6618 -7.0036
      36     -40.9482 50.7340 -37.3700 15.8749 14.6196
      37     -32.8769 42.8205 -35.5562 20.5781 6.9279
      38     -18.6302 32.2109 -33.9235 25.5502 -5.1637
      39     -47.2718 51.5117 -38.8918 13.7150 21.9031
      40     -36.6655 51.0684 -41.8258 23.9796 7.0201
      41     -42.1665 43.9160 -28.8249 5.0503 22.6668
      42     -34.0853 46.7772 -36.8244 20.2538 8.9552
      43     -42.4890 54.8737 -42.0736 17.2456 15.9374
      44     -44.2217 50.8076 -37.7214 14.4822 17.2565
      45     -44.0121 52.0418 -35.5559 11.8790 19.2062
      46     -36.6242 40.0880 -27.3202 8.0691 17.2243
      47     -39.8648 49.3373 -35.9410 15.4035 13.8321
      48     -35.9641 41.6680 -33.6111 14.3213 13.3802
      49     -44.7255 57.5012 -44.0802 21.6199 12.1038
      50     -40.5895 42.9543 -27.8503 8.6037 19.1477
      51     -38.7844 55.5334 -44.5373 22.8386 9.1881
      52     -35.4564 44.4802 -37.2254 19.1393 10.6386
      53     -32.9083 47.6068 -45.3279 28.7980 3.1234
      54     -42.3933 53.3890 -42.1020 21.3746 11.2257
      55     -45.7095 53.7515 -40.3399 18.1675 15.7967
      56     -43.0088 52.0245 -39.3609 18.4482 15.1532
      57     -33.1922 41.3185 -30.4057 13.5481 11.9700
      58     -36.2252 49.3665 -40.1222 22.8319 7.3699
      59     -31.0153 47.2568 -43.6896 28.2302 2.2387
      60     -31.1333 41.6710 -36.1705 17.6165 8.2651
      61     -44.4902 55.7475 -45.6647 21.1190 13.9619
      62     -37.5487 47.2541 -38.9398 18.0981 11.8075
      63     -51.7368 54.8676 -38.0918 7.9704 27.9179
      64     -28.3424 43.0941 -40.6408 25.5598 0.6176
      65     -36.9883 40.4686 -28.0869 7.2967 18.4928
      66     -42.0608 50.5133 -39.7587 17.1871 13.1338
      67     -38.7074 42.8326 -30.8485 10.3010 17.6628
      68     -35.7996 41.0461 -32.1154 11.7624 15.2364
      69     -42.1688 50.4708 -39.2480 16.1638 15.1281
      70     -27.3614 39.7841 -33.5106 19.6804 4.6668
      71     -34.1254 48.6191 -40.0122 24.1782 5.5057
      72     -36.7618 45.7677 -35.5938 14.7219 13.8402
      73     -36.5946 44.9763 -35.4483 13.3209 15.2838
      74     -37.2238 48.6866 -38.8162 19.8473 10.9028
      75     -37.0490 38.4800 -24.8729 3.9112 20.8607
      76     -30.5257 42.4909 -35.8118 18.8864 7.9706
      77     -33.4915 46.3774 -44.1501 26.5994 4.2459
      78     -29.8163 40.4364 -35.7956 19.1986 6.2662
      79     -34.0252 46.5107 -43.1734 24.8046 4.5385
      80     -32.9262 47.5508 -43.2548 25.0228 4.7397
      81     -20.7698 37.6360 -38.0886 30.0199 -6.4191
      82     -38.9909 43.6324 -32.2375 11.0548 17.2117
      83     -41.3695 48.1549 -43.0087 18.9135 14.8938
      84     -23.9533 34.0085 -29.4490 16.3084 4.8535
      85     -30.1948 39.1785 -36.4932 22.5997 5.0618
      86     -33.2652 48.0406 -46.7116 29.7529 1.9137
      87     -33.9784 45.9414 -38.5019 19.7696 8.5549
      88     -33.6953 41.4772 -34.5447 16.5340 10.7403
      89     -30.7120 38.8578 -31.7125 14.0364 10.9629
      90     -32.5897 45.5850 -39.2079 20.8778 6.9336
      91     -38.3406 49.4074 -37.1699 16.8865 13.4431
      92     -41.1606 52.7322 -44.2733 22.9000 10.0902
      93     -36.2423 49.9072 -41.2881 23.0483 7.7097
      94     -35.7645 50.4198 -43.9786 26.2029 5.6469
      95     -30.6251 39.7032 -31.9719 16.3073 8.5403
      96     -31.1158 40.9102 -36.5796 21.9792 4.8580
      97     -31.9772 49.1252 -43.0443 25.9044 4.1668
      98     -39.7705 42.4565 -28.3552 8.5581 18.6236
      99     -33.0368 46.3936 -39.6495 23.4370 5.1221
     100     -18.5051 32.8324 -32.2062 24.8895 -4.0981
     101     -26.3443 43.5458 -38.3907 27.5111 -1.4185
     102     -36.4716 44.0478 -32.0334 11.7994 15.2687
     103     -36.0871 52.1358 -44.2504 25.2790 5.7547
     104     -40.4488 50.3230 -40.5138 18.2965 13.7173
     105     -50.0954 55.5799 -38.1700 10.3377 23.8988
     106     -40.2678 48.0656 -36.4129 16.0378 13.5832
     107     -42.1019 41.8429 -26.0751 3.4570 23.5495
     108     -37.6146 50.6769 -43.9420 23.6233 9.1888
     109     -41.5295 51.2424 -41.4628 19.0765 14.5518
     110     -33.0860 47.2942 -40.7150 23.1378 5.6560
     111     -45.2724 52.2177 -40.3614 14.6316 18.5500
