#Frame      Dih_00031 Dih_00032 Dih_00033 Dih_00034 Dih_00035
       1     -31.5742 45.2739 -40.0030 21.6590 6.2188
       2     -35.8411 48.3148 -41.0575 21.9365 8.3693
       3     -35.6721 47.5896 -37.1056 21.4817 6.9010
       4     -22.5395 34.3915 -34.8324 25.7146 -0.7572
       5     -41.6684 51.5884 -40.1442 20.1577 13.6765
       6     -32.0540 44.6515 -41.4390 24.5281 3.3132
       7     -35.2866 43.0048 -34.0747 14.9989 12.3307
       8     -39.5210 43.5553 -32.9262 12.0382 15.5352
       9     -34.7687 39.7073 -27.2658 10.3441 14.7328
      10     -44.2080 55.8325 -43.5672 19.7834 15.8186
      11     -46.8779 48.8535 -33.9644 7.6526 24.7361
      12     -39.3883 45.4607 -35.1475 15.3624 15.2265
      13     -38.5318 49.6203 -40.2558 20.5869 10.5533
      14     -26.4205 37.6904 -36.4108 23.7352 1.2873
      15     -37.0696 44.0140 -38.7198 16.4328 14.8540
      16     -38.5631 48.0337 -37.4878 16.0425 15.0216
      17     -36.1489 46.5411 -32.9158 13.6108 13.5253
      18     -42.3163 47.2434 -30.3955 6.0352 23.5975
      19     -45.5511 51.9593 -42.0121 16.1784 18.7254
      20     -37.0231 46.2721 -40.8380 19.6003 10.0368
      21     -36.2663 43.7993 -31.0193 9.7592 16.1017
      22     -47.5334 51.6138 -37.4823 12.7642 21.7789
      23     -31.2682 41.4954 -35.2521 18.9684 7.6785
      24     -37.3222 49.7354 -42.2786 24.7298 7.6568
      25     -27.0282 39.6513 -34.6879 20.7026 2.9238
      26     -45.3988 53.7920 -33.4601 8.5786 23.0445
      27     -37.8451 50.4535 -38.3522 18.8779 12.1879
      28     -28.2923 41.1518 -35.4825 18.8689 6.5095
      29     -37.2551 47.9007 -39.3799 18.4073 10.0845
      30     -43.5003 39.1613 -21.3387 -3.2914 30.5843
      31     -40.1908 46.2672 -33.7476 10.4390 18.5389
      32     -40.8838 50.2941 -39.2638 14.9273 14.5056
      33     -14.2974 32.4855 -36.0155 29.5059 -8.8381
      34     -28.8027 43.3196 -41.0630 26.1862 1.5080
      35     -40.7505 49.8155 -38.4686 20.1531 11.5904
      36     -35.4945 46.6515 -36.9731 18.2769 10.8331
      37     -34.7785 43.9866 -31.0409 11.8156 14.2879
      38     -34.3391 43.8530 -32.3441 14.2877 12.5974
      39     -31.0415 42.5946 -37.0114 19.6747 7.1957
      40     -36.4771 49.3898 -41.5197 22.6152 8.4102
      41     -36.6260 43.5065 -30.9962 14.0705 12.5765
      42     -40.8420 47.2838 -36.3199 13.0327 17.6945
      43     -40.0210 48.1314 -40.3585 19.0670 13.9513
      44     -36.6313 47.6903 -38.5699 20.3779 10.0516
      45     -39.3547 41.8372 -28.4225 9.5849 18.9549
      46     -43.6473 49.6429 -38.4844 15.1603 17.7237
      47     -37.2126 42.2296 -30.3981 10.1460 17.6142
      48     -42.0400 48.7964 -40.0277 16.1751 15.4807
      49     -44.3576 49.9158 -36.3947 10.9556 20.5449
      50     -44.0573 45.6424 -29.9446 4.5886 24.3513
      51     -40.6962 50.0673 -35.9261 14.3476 15.0418
      52     -42.3720 51.4567 -38.8710 14.7226 17.3178
      53     -41.9544 44.5968 -32.7365 10.2610 18.9178
      54     -32.1330 42.9794 -36.1123 20.6569 6.9646
      55     -30.7716 44.8895 -39.2443 22.8825 5.5632
      56     -35.3276 46.5636 -38.8472 20.1282 9.7153
      57     -42.4893 55.6914 -44.0257 21.8013 12.4738
      58     -24.3115 42.4579 -43.3587 32.4598 -5.1537
      59     -27.8164 42.9965 -38.8875 25.9867 0.5300
