#Frame      Dih_00151 Dih_00152 Dih_00153 Dih_00154 Dih_00155
       1     -26.3255 38.7678 -34.7319 22.6557 0.0769
       2      -8.1477 23.4824 -28.2976 25.1074 -10.4610
       3     -26.2293 42.5818 -45.2617 29.2910 -1.8469
       4     -32.9734 41.9363 -32.3073 16.6116 9.8825
       5      -4.1701 22.3087 -29.0578 29.2197 -16.1707
       6     -14.8524 36.1394 -40.4887 33.7933 -11.8673
       7     -24.4017 38.7138 -34.8567 21.3322 1.5220
       8     -13.0425 26.3596 -26.3047 21.3077 -5.4589
       9      -7.8158 29.9456 -38.0803 35.8906 -16.6309
      10     -14.8761 28.4152 -28.6622 21.6458 -5.2451
      11     -26.8874 41.8403 -38.0019 22.6869 2.3210
      12       4.3322 21.1453 -34.3190 39.5696 -27.2563
      13     -18.6335 30.6762 -27.5395 19.1500 -0.2862
      14     -25.1172 39.3334 -38.6224 22.6202 1.9021
      15      -9.3949 28.5614 -36.2918 32.3975 -14.1152
      16     -25.8457 40.1949 -34.7405 20.2437 3.7615
      17     -12.9971 27.8493 -32.0085 23.2989 -7.6891
      18     -19.3575 31.0581 -29.0500 20.0094 -1.0119
      19     -24.8357 35.2531 -30.0979 17.4723 4.0103
      20     -34.2389 44.4829 -34.4363 19.4835 9.1502
      21     -19.0080 34.7159 -36.3385 27.0012 -4.3544
      22     -40.8813 40.8990 -27.0179 2.4266 24.6775
      23     -18.8709 31.1901 -31.5805 21.6631 -1.2654
      24      -6.8523 24.1174 -30.5410 30.7185 -14.9628
      25     -14.2424 30.4818 -33.7294 27.5231 -8.8182
      26     -22.1217 33.3499 -32.5273 21.7591 0.1530
      27     -21.8936 35.7799 -34.4725 24.2263 -2.0558
      28     -18.4022 27.2233 -23.0926 15.5058 1.2571
      29     -31.2177 41.8443 -34.9915 19.0768 7.7948
      30     -24.7059 38.9531 -38.5427 23.3220 1.0951
      31     -13.1007 33.4568 -37.6973 32.0473 -12.8867
      32     -22.8196 39.6554 -37.7322 28.6787 -4.2520
      33     -25.3029 39.3327 -37.2513 25.1306 -0.5715
      34     -33.6156 48.1078 -42.6218 24.1795 6.3027
      35     -20.1592 35.2573 -34.3466 24.4414 -2.4126
      36      -5.6351 19.6547 -25.9846 22.3968 -10.8922
      37     -28.7999 32.9918 -25.1832 8.2692 13.0092
      38     -40.6070 46.1743 -33.4413 11.2736 17.5900
      39     -24.8928 40.5783 -40.6839 28.6554 -2.5254
      40      -8.6612 31.3741 -35.7770 33.4950 -17.4176
      41     -16.1845 28.3895 -27.6858 19.3939 -2.3556
      42     -37.3904 40.1113 -27.6661 5.5733 20.9716
      43     -13.5627 27.0137 -29.1695 23.7725 -6.4191
      44      -4.3140 26.8606 -36.5652 34.7047 -19.9530
      45      -8.9065 23.3335 -27.3781 24.0392 -9.8097
      46     -27.6577 33.7880 -27.9935 12.6489 9.2315
      47     -14.3084 37.0674 -42.0386 34.6934 -13.0252
      48     -27.8611 35.1906 -28.2063 11.7500 10.2716
      49     -34.7012 42.2166 -31.8592 13.3637 14.1560
      50     -12.1014 30.9381 -38.2304 32.0407 -11.5910
      51     -31.0020 37.4379 -28.9086 12.5351 10.7931
      52     -41.8683 51.6850 -39.7282 15.5522 17.1530
      53     -25.4823 39.1859 -37.7875 25.0695 -0.9433
      54      -5.1906 27.4660 -36.1924 34.1739 -18.9248
      55      -8.1351 24.3316 -27.4571 24.8982 -11.6277
      56     -16.7873 25.8824 -23.2098 14.5635 1.3406
      57     -30.3461 47.8651 -46.7120 28.9179 0.8355
      58     -23.5822 34.3952 -31.6639 20.0733 1.3452
      59     -35.5276 36.4043 -24.6518 5.9083 18.0743
      60     -35.0017 44.5979 -37.3419 20.8634 7.7343
      61     -21.3815 35.2265 -36.1770 27.3157 -3.7213
      62     -37.0819 45.1858 -35.9152 15.9952 12.9241
      63     -18.7506 37.4570 -39.2801 28.4787 -6.7089
      64     -29.7318 39.9371 -34.1702 19.2398 6.3644
      65     -42.3173 44.1483 -25.2813 2.3202 24.2436
      66     -33.6097 39.6256 -29.2682 10.6555 13.7861
      67     -31.0433 39.1859 -31.3886 12.9155 11.6516
      68     -34.7578 46.0680 -35.6520 18.0467 10.4323
      69     -27.8779 38.7733 -35.6030 20.6975 4.7778
      70     -18.5187 34.8162 -35.0367 26.1736 -4.2102
      71     -29.0309 37.5332 -28.4060 12.7280 10.5124
      72      -5.9400 21.4124 -25.5672 25.0889 -12.5108
      73     -18.6376 34.3892 -38.2297 28.6175 -6.2686
      74     -24.2712 34.8324 -31.7965 18.3537 3.2008
      75      -4.2718 21.6248 -29.2113 29.6032 -16.1309
      76     -26.5817 35.2788 -31.6214 15.6554 6.1670
      77     -24.6664 36.1981 -36.2696 24.2942 -0.3968
      78     -23.7780 38.7679 -39.0663 27.1201 -3.2052
      79     -36.8065 43.4257 -33.4206 13.7058 14.2533
      80      -8.3451 21.6926 -27.0902 22.4549 -8.4442
      81      -5.9028 30.2328 -39.4360 39.1202 -21.7360
      82     -14.6912 25.4692 -25.9225 19.6688 -3.2734
