#Frame      Dih_00151 Dih_00152 Dih_00153 Dih_00154 Dih_00155
       1     -18.3752 29.3269 -27.1021 17.1893 0.0387
       2      -0.8808 14.8378 -22.6008 21.5499 -13.8104
       3     -14.5665 29.8380 -32.1085 23.3878 -6.0127
       4     -29.0436 37.5344 -34.8716 18.5223 6.7646
       5     -19.9881 28.5204 -25.8459 14.5628 3.7347
       6     -15.5354 31.2334 -34.8265 25.9411 -6.8499
       7      -2.4291 14.0777 -18.6002 18.7208 -10.2969
       8     -16.0157 31.5111 -33.3240 24.6853 -5.5754
       9       5.3645 14.6434 -26.9998 32.0481 -23.6192
      10     -17.5899 30.7727 -30.0909 21.6557 -3.1372
      11     -24.4985 34.2716 -32.2203 18.7766 5.1996
      12     -12.8675 24.5302 -25.6322 19.7205 -4.2247
      13     -23.0022 24.0506 -15.9845 2.5531 12.9266
      14      -9.6924 23.0991 -26.4476 22.0234 -8.3568
      15     -14.4457 32.6317 -35.7666 28.1332 -9.2510
      16     -13.6671 30.8547 -35.2453 28.3778 -10.0182
      17     -20.2964 36.6957 -32.6372 22.2878 -1.7883
      18     -11.7065 32.4865 -39.8442 34.5768 -14.8940
      19     -41.4601 43.8550 -31.7063 8.5088 21.3891
      20     -16.3165 29.0701 -29.4360 22.1280 -4.3826
      21       3.1340 14.1586 -24.1134 28.4942 -19.7413
      22      -3.9477 20.7074 -28.7090 27.0868 -14.2894
      23       2.7826 20.9856 -32.8760 36.0905 -25.1566
      24     -19.6553 33.6352 -32.5086 23.1124 -2.9356
      25     -15.9476 22.4243 -19.3890 11.2188 3.0556
      26     -16.4529 33.4238 -35.5166 28.5897 -7.7303
      27     -16.7970 29.2208 -31.1239 23.3362 -4.7763
      28       2.8905 20.1719 -34.1972 37.1960 -23.5590
      29     -17.1209 27.7127 -24.7088 16.4439 0.0573
      30     -36.3789 17.0827 6.1815 -28.2680 41.9445
      31      -8.7786 18.8263 -20.9387 16.6379 -5.1138
      32     -11.1255 20.0702 -19.8859 13.6438 -2.0685
      33       6.1550 11.1842 -21.8067 27.0476 -21.1897
      34      -4.8043 21.8295 -31.3064 29.6842 -14.6611
      35     -12.2281 5.8453 2.5564 -10.5873 14.5229
      36       4.0190 -25.0869 33.8741 -30.7648 17.6985
      37     -23.7486 38.7020 -37.0469 22.9124 -0.1444
      38     -17.7641 19.6333 -15.3129 5.9349 7.4669
      39      10.4759 11.0265 -27.5631 31.6763 -28.5398
      40     -13.6722 22.3290 -22.1146 14.3378 -0.4181
      41     -20.6746 29.6968 -24.7122 13.1960 5.5645
      42      -7.7480 18.8794 -22.2288 18.8481 -6.4746
      43      -7.7264 24.7229 -31.4929 27.0337 -12.7382
      44       0.3502 18.3739 -26.2444 27.4970 -18.6641
      45      -8.1274 25.4486 -31.2814 28.1514 -13.4910
      46     -32.5199 45.2471 -42.6984 22.8142 6.2537
      47     -22.9246 37.9754 -36.7087 23.1283 -0.1738
      48      -7.2976 29.2553 -36.5755 32.9375 -17.1754
      49     -25.2686 45.0107 -42.6183 28.7182 -1.3509
      50     -17.5033 34.4596 -39.6087 29.5435 -7.3823
      51       1.8170 15.9144 -25.2762 28.4487 -20.1867
      52     -12.6186 31.2958 -36.5437 27.8619 -9.7572
      53     -14.6062 36.0233 -44.1729 36.4059 -14.9283
      54     -15.7104 26.3951 -24.5622 16.3390 -0.3392
      55     -29.3261 43.0455 -41.2472 23.2398 4.2779
      56      -7.5693 28.2681 -35.6165 31.4772 -16.1887
      57       1.5178 16.2655 -25.7180 26.8257 -17.6918
      58     -23.6789 34.4392 -33.4370 20.1453 2.0145
      59     -13.0449 30.1070 -32.5350 26.9612 -9.3737
      60     -26.4920 43.1373 -37.4638 25.5546 -0.3644
      61     -21.5082 36.4476 -35.5186 24.7115 -1.7363
      62     -22.0961 41.6849 -39.6838 28.5160 -3.9902
      63     -22.4668 38.2187 -38.9098 26.2192 -3.3090
      64     -18.2455 33.3320 -34.9291 26.1374 -4.9400
      65     -23.7986 43.1109 -42.2350 30.9672 -5.2437
      66      -1.2351 23.2816 -33.0898 33.4379 -21.0366
      67     -16.9010 27.7021 -26.2728 17.4315 -0.7223
      68      -2.7063 25.2703 -35.3104 37.0201 -20.9553
      69     -13.8384 32.3178 -34.8757 28.7377 -9.8973
      70     -14.1264 26.5451 -27.5332 19.8588 -4.3339
      71       1.5226 25.0328 -39.3292 41.2829 -26.9774
      72       0.4834 21.8745 -31.8886 33.7417 -22.9747
      73     -23.8652 47.6094 -47.1321 33.9237 -6.9423
      74     -27.9672 40.8247 -40.0319 26.3420 -0.0977
      75     -20.5695 33.3122 -36.3640 25.3102 -3.7118
      76     -34.7619 36.9625 -26.6756 7.4534 17.8872
      77       3.9462 15.3485 -26.2444 28.8225 -21.9602
      78       3.3387 19.2579 -31.9135 33.9314 -24.1871
      79     -14.2170 26.4179 -26.8277 20.4305 -4.1623
      80      -8.1889 23.2539 -28.0341 24.4260 -10.1684
