#Frame      Dih_00121 Dih_00122 Dih_00123 Dih_00124 Dih_00125
       1       9.8982 -34.7613 43.8241 -40.2438 19.9577
       2       7.6061 -26.4438 32.3678 -29.9142 14.3249
       3       9.8956 -24.7841 28.7513 -23.3507 8.8913
       4       2.4167 -26.7847 38.1574 -40.9837 25.1693
       5       0.7911 -21.5324 31.4754 -32.4768 19.7357
       6       7.0120 -28.9240 38.4102 -35.0559 19.9406
       7      13.0033 -34.6081 42.4431 -34.3454 14.0221
       8      11.3867 -36.9642 43.6716 -37.8670 17.5302
       9      13.5767 -33.9838 36.5312 -31.2957 12.2672
      10       7.2380 -33.3263 41.5852 -36.5776 19.1726
      11      10.1812 -36.0351 47.3792 -42.2173 21.6811
      12      19.2555 -37.6329 40.0787 -30.9443 7.8735
      13       2.8982 -16.3565 22.1295 -21.9117 12.1583
      14       3.6024 -20.5974 27.5193 -26.7290 16.3708
      15      12.0853 -35.0174 42.1289 -35.2759 14.6388
      16      19.7930 -41.6711 46.5078 -36.1089 10.9221
      17       7.9926 -30.6555 39.0249 -37.6064 19.2148
      18      -3.4386 -22.4914 34.4386 -40.0061 28.3489
      19      19.7010 -33.9543 34.6541 -23.9294 2.5190
      20       5.9861 -37.6642 50.2465 -46.3092 25.1927
      21      15.8512 -33.1055 36.9258 -29.4262 8.8752
      22      -3.6749 -19.8026 33.3528 -35.6571 26.0363
      23      15.2187 -36.8758 40.3982 -34.8875 13.7187
      24      11.7851 -35.4579 44.4978 -39.6501 18.3309
      25       1.4803 -20.3042 30.1709 -28.7309 17.1682
      26      11.6494 -29.9745 36.4191 -31.3079 13.1395
      27       6.1617 -35.5491 49.0115 -47.0202 26.0417
      28      10.1178 -33.7389 43.7885 -38.0597 16.7888
      29       8.1913 -32.4140 42.9598 -37.0981 19.7714
      30      17.4588 -37.2027 40.5674 -31.2752 8.6510
      31      12.5259 -39.0202 46.4166 -39.4755 17.6764
      32      11.5833 -29.3816 35.4261 -29.0696 11.0387
      33       4.3677 -30.8747 43.4954 -41.6470 24.4433
      34       0.3252 -22.7123 34.1611 -34.7337 21.9001
      35       7.2026 -31.0566 41.1063 -39.3688 21.0775
      36      24.4415 -43.4905 43.8664 -29.5922 3.4664
      37       0.1448 -23.5094 35.1500 -35.5775 23.4866
      38       5.1483 -26.2243 37.0850 -34.8613 18.7641
      39      10.0519 -33.6006 40.2185 -36.5185 16.8678
      40      19.6971 -39.1445 42.8065 -31.1873 8.1288
      41      17.1301 -41.4964 49.1243 -39.9080 15.1066
