#Frame      Dih_00146 Dih_00147 Dih_00148 Dih_00149 Dih_00150
       1      21.5226 -39.8495 42.6417 -30.1010 6.3467
       2      10.0264 -30.8963 39.9957 -33.7710 15.7493
       3      13.2848 -38.1654 44.5041 -38.7895 16.1684
       4      18.2679 -37.2154 40.0394 -33.8788 10.6058
       5      14.9574 -38.8392 46.2037 -39.1693 15.3664
       6      13.5798 -35.7183 41.4489 -34.8022 12.8702
       7      15.8970 -38.5573 43.4915 -36.0590 12.9328
       8       2.1317 -25.9876 36.9009 -38.9333 23.9114
       9      21.1931 -36.7559 37.0495 -24.4711 2.4617
      10      14.5223 -35.6617 43.4379 -37.1799 14.6430
      11      12.3097 -34.8197 40.7428 -36.7415 15.5181
      12      22.0960 -33.1161 33.4365 -22.5261 0.7946
      13       6.5238 -29.4880 39.0304 -36.8727 20.3594
      14      12.5316 -37.5298 46.8669 -37.6693 17.3225
      15      10.7025 -33.7815 41.7460 -35.9791 17.8409
      16       5.0434 -33.0553 46.3429 -45.1279 26.7341
      17      13.9166 -36.3238 42.7482 -33.9856 13.2952
      18      16.2441 -33.4186 37.1677 -28.9851 8.1724
      19      22.3339 -39.6992 42.2553 -31.6689 6.3091
      20       8.9699 -37.3319 45.6558 -42.8527 21.1467
      21      10.0112 -34.7745 44.6380 -41.3702 19.3455
      22      -3.1724 -26.5135 43.5977 -47.0631 32.1111
      23      11.0161 -34.9320 41.6300 -37.6228 16.6104
      24      17.6979 -39.6476 45.0900 -37.6656 11.2003
      25      16.9093 -37.6414 42.1621 -34.5310 12.1807
      26      12.0497 -33.6152 41.4984 -35.2936 14.8881
      27      19.1075 -37.5069 41.0572 -32.6154 9.2224
      28      13.7079 -36.6927 42.6054 -35.0891 13.4248
      29      11.7480 -34.8610 43.9942 -39.6723 18.9707
      30      24.7723 -45.2201 45.7374 -32.3105 6.0811
      31      18.3543 -39.7256 45.4608 -38.0247 11.9091
      32      11.4202 -32.8480 39.4619 -35.5548 15.3100
      33      12.2674 -37.0686 46.5531 -39.7975 18.1457
      34      11.8895 -36.2494 44.3927 -38.4410 17.0744
      35      17.3830 -36.9357 38.3009 -30.1870 8.5316
      36      19.4056 -41.3939 44.8512 -38.0627 12.1709
      37       6.6245 -32.8907 43.7737 -40.2111 20.1282
      38      24.7147 -42.8538 41.6272 -27.1005 1.9332
      39      17.8408 -34.2434 37.5529 -26.9979 5.9339
      40      18.1006 -37.9004 39.1367 -33.2252 10.6955
      41      20.7426 -39.0985 41.9775 -32.6203 8.2493
      42       8.1988 -35.7943 46.4365 -46.8504 24.9699
      43      12.1897 -35.8012 41.7089 -35.5405 15.6363
      44      10.3279 -35.3844 44.2124 -40.6136 19.7509
      45      15.2910 -38.5900 46.1199 -39.2729 14.7446
      46      17.2377 -35.0441 40.5907 -30.6132 8.3631
      47      12.9774 -31.7986 38.8281 -32.3531 12.6239
      48      13.7007 -38.0435 42.9007 -34.0584 13.5940
      49       6.7134 -26.5120 37.8108 -34.4265 17.1499
      50      16.7215 -40.9686 44.2741 -35.9141 11.5801
      51      27.2139 -43.6772 40.8504 -27.2985 1.0706
      52      16.7211 -38.0345 42.6426 -32.9665 11.4901
      53      15.6876 -37.7773 42.8095 -32.8692 11.8446
      54      13.3247 -38.7697 47.8983 -39.8939 17.9168
      55      11.1899 -31.4581 37.5329 -33.1659 13.7764
      56       9.5163 -32.3249 39.0720 -35.3576 17.3985
      57      16.6536 -37.0645 42.4679 -31.7318 9.6699
      58      20.8401 -43.1775 48.7415 -36.1455 10.4554
      59      18.4227 -43.8279 50.7369 -43.4687 15.0728
      60      12.1688 -37.7083 46.3731 -39.2261 17.2418
      61      14.2445 -30.3803 32.2841 -25.2804 7.5573
      62      10.6095 -33.6583 40.4466 -39.2756 19.0940
      63      20.6187 -38.9075 39.7498 -29.3735 5.4235
      64      20.3280 -37.8348 41.9892 -30.5111 6.5949
      65      16.4828 -37.3255 41.7531 -35.0695 12.1016
      66      15.0456 -32.5573 35.6972 -28.5656 8.1263
      67       9.2713 -35.6238 43.5612 -41.8702 21.6211
      68       6.5160 -30.8413 41.3359 -39.1177 20.1336
      69      24.7809 -40.7112 38.5185 -26.1553 1.3478
      70      11.5227 -33.2045 40.2737 -35.1682 16.0262
      71      19.7736 -41.9661 44.6259 -35.2283 10.3431
      72      18.9818 -37.6767 42.2148 -31.1350 9.1818
      73      13.4342 -36.5200 43.8083 -37.9531 15.6482
      74      19.9417 -37.7999 37.9485 -28.8089 5.5913
      75       9.9630 -29.3490 36.5637 -31.3398 13.8927
      76      17.6779 -40.2800 44.1022 -37.7308 12.4109
      77      14.5002 -37.7416 42.9813 -36.3777 14.5569
      78      18.5515 -37.7731 43.0911 -33.0225 8.9103
