#Frame      Dih_00036 Dih_00037 Dih_00038 Dih_00039 Dih_00040
       1     -29.6290 37.0377 -32.3801 14.9400 9.4234
       2     -46.7867 48.5321 -30.3747 3.8642 26.6110
       3     -35.4562 42.3496 -35.4327 15.9036 12.1244
       4     -39.6231 48.8277 -36.3875 15.6158 14.5632
       5     -42.0425 51.5936 -39.4967 16.5974 15.4481
       6     -34.1511 46.6317 -40.5554 19.2454 10.5263
       7     -33.4880 42.5714 -34.2130 16.0217 10.1617
       8     -35.0206 47.8513 -40.8251 23.8097 7.7933
       9     -28.5647 38.2362 -34.1712 20.2635 4.9802
      10     -43.3860 52.6232 -39.7057 16.8722 17.0716
      11     -40.4534 46.3276 -35.5244 15.4669 14.9828
      12     -47.8463 56.3310 -40.2007 13.2298 21.9408
      13     -48.1986 54.1729 -38.9387 12.5084 23.7051
      14     -43.7419 46.6953 -33.3752 8.9346 21.6805
      15     -37.4214 45.8736 -35.1654 15.4852 12.5557
      16     -36.8225 50.3543 -43.7369 24.8673 6.9396
      17     -32.4626 44.6489 -38.4953 22.4238 6.9159
      18     -39.7781 52.9616 -40.4765 20.7253 12.1623
      19     -43.0899 53.3782 -46.1144 20.5611 14.4562
      20     -34.3124 49.1451 -43.1631 25.3369 6.4944
      21     -39.8140 49.6937 -37.9626 16.5945 14.1692
      22     -43.4625 50.4620 -38.0896 11.4473 21.6163
      23     -31.0463 39.6061 -31.9929 14.8521 10.3090
      24     -29.3308 43.0412 -37.5503 23.0054 3.2615
      25     -36.6372 46.0590 -37.8625 16.9652 12.0693
      26     -44.5169 48.1318 -32.6168 9.8326 20.5662
      27     -47.7861 47.0955 -27.3045 1.2997 27.5261
      28     -40.6192 51.5541 -44.2520 22.7011 10.1661
      29     -39.7666 44.7356 -33.7117 8.8830 19.7952
      30     -43.6724 54.1477 -40.2276 17.0176 16.3511
      31     -51.3555 51.5166 -37.0639 11.0311 25.3432
      32     -32.5608 42.1968 -36.2962 19.0398 7.6466
      33     -44.6752 50.5759 -36.7674 10.5524 21.5833
      34     -42.2247 53.9712 -42.0504 18.7815 15.0002
      35     -34.9467 40.3701 -34.5048 16.6207 10.8791
      36     -40.1842 46.5489 -32.8033 10.8438 18.0111
      37     -38.0487 44.0142 -31.3927 11.4926 15.6901
      38     -44.9065 55.3117 -41.1090 17.3352 18.1771
      39     -39.9386 48.5425 -39.5371 18.8276 13.7146
      40     -34.9435 50.1556 -41.5839 21.4713 8.8074
      41     -41.1265 45.9475 -31.9153 9.7080 18.8215
      42     -47.4700 45.7173 -30.5062 2.8565 28.9963
      43     -45.8884 49.4283 -37.1286 12.0469 20.0293
      44     -50.9063 46.9456 -26.6474 -1.8470 32.3519
      45     -41.8472 49.8520 -36.7180 14.6651 16.6470
      46     -51.6014 53.3131 -32.4202 4.2401 28.8647
      47     -42.5312 59.9990 -46.0625 22.8750 13.8745
      48     -45.0380 41.7199 -19.6808 -4.1846 29.1606
      49     -38.9881 47.0898 -34.4380 12.3546 17.9536
      50     -43.4331 42.7424 -26.2217 1.6659 27.3031
      51     -44.1656 49.0879 -30.9227 5.4697 24.8246
      52     -41.0324 43.0683 -25.3568 2.4424 24.0288
      53     -43.1033 47.0366 -33.6273 9.9309 21.7744
      54     -51.3219 59.8446 -40.9226 11.4691 25.1377
      55     -51.1215 50.5133 -33.9354 6.1884 28.6891
      56     -47.0971 48.1753 -29.2814 3.6440 26.9649
      57     -43.1723 50.9535 -37.9880 14.1920 18.0378
      58     -35.3358 40.3497 -30.8445 11.3347 15.5424
      59     -50.3552 53.8051 -35.5837 6.0914 28.8337
      60     -38.3956 44.4612 -34.8075 14.0698 15.8482
      61     -38.4400 49.1817 -38.8352 17.5781 12.7538
      62     -37.7636 45.2057 -32.3421 10.8903 16.9691
      63     -32.7598 42.8284 -35.1997 18.6181 9.4154
      64     -45.1244 47.4526 -30.4702 7.8790 22.3458
      65     -46.8807 43.6348 -24.9711 -0.5531 29.0381
      66     -41.0725 45.6534 -31.3923 10.3612 17.4332
      67     -44.2460 51.3280 -38.8922 13.9306 18.7916
      68     -38.9453 42.4167 -30.7583 9.1168 18.5345
      69     -44.6195 47.3974 -34.6318 10.8817 21.2343
      70     -48.7293 52.8752 -34.5421 9.4188 23.5632
      71     -41.3846 47.6493 -34.3409 14.1322 15.4552
      72     -40.1982 47.8746 -35.5059 14.5564 16.5768
      73     -44.2635 48.5892 -33.1503 6.3503 24.6803
      74     -48.6059 44.1645 -22.7836 -4.3838 32.5692
      75     -45.4300 51.0739 -36.9564 12.5006 20.6517
      76     -42.0283 47.0787 -33.5487 11.1744 20.3057
      77     -47.9253 52.4412 -36.1381 10.6993 22.7712
      78     -29.8585 42.6864 -37.7504 21.8263 4.9009
      79     -46.0207 54.8841 -40.4351 15.4765 19.3675
      80     -51.1118 51.2842 -35.3023 8.1488 26.8273
      81     -42.9163 53.7685 -42.2194 20.7432 14.1533
      82     -45.3910 49.4075 -35.0352 8.5977 23.7990
      83     -50.9152 52.6725 -34.5022 8.4306 26.4994
      84     -48.9217 46.8897 -29.5598 3.2499 28.5745
      85     -43.3232 47.0479 -30.9155 8.9028 21.2212
      86     -51.5895 52.2844 -32.8030 3.1474 29.3810
      87     -45.2124 49.5148 -33.9299 9.0202 22.7080
      88     -42.7069 46.3363 -35.5684 12.7509 18.6941
      89     -41.7764 46.0879 -33.0490 9.8891 20.8934
      90     -43.0703 50.8408 -37.4509 16.1155 15.6508
      91     -38.0624 55.6526 -45.2946 24.6824 10.2552
      92     -45.4826 54.9937 -38.6427 14.0157 20.0550
      93     -41.1709 52.2623 -44.3050 20.8082 12.3518
      94     -43.9002 50.1072 -35.6661 11.5400 20.3457
      95     -33.8659 44.4428 -37.8936 17.7756 9.5486
      96     -41.5338 48.5141 -35.3537 10.9942 21.6845
      97     -33.9645 44.0071 -34.2604 18.1967 8.3425
      98     -34.2569 48.7234 -46.2073 30.0495 2.0644
      99     -37.6710 46.8668 -37.2694 18.3365 10.9035
     100     -31.0896 43.6493 -34.5420 17.4706 10.1209
     101     -44.2547 47.5080 -34.3990 11.9848 18.7808
     102     -38.8614 50.9129 -40.2763 19.7810 12.7861
     103     -46.4553 52.8564 -37.8314 8.7414 25.0037
     104     -42.1743 38.1529 -23.9136 0.2269 26.8293
     105     -42.9842 52.9196 -37.5638 14.6836 16.7105
     106     -45.1383 48.9302 -33.2179 9.6975 22.6307
     107     -35.9533 48.1538 -39.8888 21.1202 9.4545
     108     -48.9648 55.2806 -43.8507 16.6611 20.7753
     109     -38.0973 48.2272 -39.1841 18.7971 11.6301
     110     -38.2181 47.5201 -40.1099 20.5398 9.5328
     111     -28.9535 39.7254 -37.0108 18.8405 6.9940
     112     -47.3312 51.1932 -35.3234 8.0267 24.7235
     113     -45.9272 55.4847 -40.9741 18.7621 15.6884
     114     -45.3859 53.7060 -39.7055 13.9758 19.3359
     115     -49.3252 47.6207 -29.1920 2.7353 28.7787
     116     -43.6990 53.4279 -42.0431 20.6203 12.3780
     117     -42.4346 46.0881 -33.0155 9.2936 21.8587
     118     -48.5509 58.9577 -45.0736 18.6215 17.3327
     119     -39.7610 45.8440 -36.6857 13.8318 15.7721
     120     -42.8086 54.9741 -45.5645 21.0505 13.1860
     121     -46.0301 46.9550 -29.9166 3.6258 25.6173
     122     -41.7572 46.4955 -35.7607 12.8561 16.9127
     123     -47.0557 49.9109 -30.9790 5.4396 25.0428
     124     -45.2558 48.1749 -34.8906 11.2141 20.9800
     125     -44.5695 51.7085 -41.6936 16.8298 16.5363
     126     -47.9099 48.9375 -31.2520 5.2797 25.4627
     127     -49.5163 50.6804 -33.1731 5.8246 27.3514
     128     -45.7240 49.7654 -38.3749 13.7049 19.3205
     129     -37.9213 50.3685 -41.6338 21.5470 9.8141
     130     -37.3661 47.7749 -36.2048 17.5310 11.1357
     131     -39.3925 46.6293 -35.6928 13.5094 15.1547
     132     -42.4974 50.5834 -39.3631 17.3099 16.0872
     133     -45.4386 45.9345 -26.7581 1.7801 26.3948
     134     -41.9433 53.6694 -41.1290 19.7907 15.1439
     135     -41.0885 47.4933 -33.4421 12.2484 16.6576
     136     -36.1814 44.8183 -34.3397 15.6338 13.4506
     137     -45.7388 45.5971 -27.8726 2.0816 27.8172
     138     -40.6064 48.9296 -39.4845 17.4959 13.2743
     139     -31.2329 40.9656 -30.8449 14.8781 10.6033
     140     -58.0584 56.0900 -32.5674 2.6225 33.9232
     141     -29.7091 38.8468 -32.1529 17.8293 6.9994
     142     -52.5010 48.3432 -26.0466 -3.4319 35.4020
