#Frame      Dih_00166 Dih_00167 Dih_00168 Dih_00169 Dih_00170
       1     -29.9736 42.0213 -37.9940 19.6559 7.2475
       2     -27.7335 25.1088 -13.8926 -0.9843 18.6968
       3     -28.3548 32.1969 -23.5835 7.9495 12.6565
       4     -26.2446 36.3254 -31.1088 16.8410 5.1319
       5     -19.1174 29.1413 -28.2056 15.9273 1.7463
       6     -36.1254 38.6510 -27.2045 8.4907 16.3241
       7     -16.3328 34.4926 -38.0981 28.9332 -7.8131
       8     -16.4714 33.0753 -35.3351 27.4328 -7.4560
       9     -21.6519 35.9182 -33.6293 20.1150 0.5075
      10     -38.5955 36.3980 -19.7960 -2.0128 25.4072
      11     -42.4980 44.8667 -28.0444 2.4818 26.6523
      12     -27.6440 43.0288 -36.2067 22.1694 2.8506
      13     -36.3836 45.7133 -38.5107 18.0146 11.8576
      14     -41.2104 43.2659 -26.8348 2.3119 25.0180
      15     -35.4232 40.7827 -30.6322 12.9617 13.6226
      16     -13.6449 24.1143 -23.1281 17.2713 -2.7330
      17     -25.8807 28.9842 -20.5268 5.1296 13.8967
      18     -30.4249 36.4072 -30.7056 16.3979 7.5512
      19     -36.4463 40.2703 -25.4088 4.4462 19.1973
      20     -26.0060 40.2797 -38.7663 25.2821 0.7813
      21     -25.2499 36.1076 -33.4859 17.9529 4.9460
      22     -10.6086 24.8796 -27.3791 23.7563 -7.7293
      23     -26.8702 32.4224 -28.2938 14.3913 7.2105
      24     -25.0297 37.2178 -32.8691 19.1092 3.4846
      25      -5.5572 21.7397 -27.0920 24.7906 -12.4691
      26       4.4534 10.2126 -19.3806 22.6859 -17.8150
      27      -8.1573 26.8173 -32.7713 31.6274 -14.3364
      28      -6.5461 26.7465 -34.7834 32.0189 -16.7349
      29      -8.7707 23.4557 -26.0744 23.1221 -9.8384
      30       3.0275 19.4147 -33.6837 36.9159 -25.2793
      31      15.1227 3.6565 -19.0640 28.3514 -27.6410
      32     -21.2397 36.2872 -35.4643 23.1641 -0.5857
      33      16.2515 0.5724 -15.1408 24.7948 -26.4656
      34     -10.5314 34.0499 -42.4440 36.9650 -16.8533
      35     -13.7363 31.9071 -34.0191 27.2087 -9.3817
      36     -14.4753 23.9123 -24.0113 16.8798 -1.7519
      37     -37.2767 42.6779 -32.4067 13.0226 15.1620
      38     -25.7305 38.8304 -35.9805 23.1895 0.8908
      39     -29.4604 37.8743 -31.4926 16.0742 7.3965
      40     -32.0463 46.0139 -40.9831 24.4629 3.6787
      41     -30.4281 45.9057 -41.3315 25.5995 1.8046
      42     -11.8532 30.4016 -32.4814 27.8340 -11.1443
      43     -24.5962 31.9208 -27.4046 14.5436 5.4593
      44     -33.1311 42.6226 -33.0037 15.5934 10.6292
      45     -28.9905 35.5601 -28.1825 10.9280 11.9502
      46     -27.0764 37.1238 -33.3362 17.9911 6.0309
      47     -29.2265 34.1466 -28.2282 13.2794 8.9760
      48     -10.7920 10.1974 -7.1210 1.4663 5.5981
      49     -17.5590 37.4410 -39.2351 29.9169 -8.0696
      50      -7.3412 24.8186 -31.8047 29.2163 -14.5737
      51     -20.2677 18.3354 -10.2347 -0.9009 13.1047
      52      -3.9378 22.3648 -31.7670 32.2813 -17.8037
      53     -25.6335 35.8353 -30.9345 16.3465 5.4628
      54     -10.6911 15.4838 -13.2509 7.3346 1.8545
      55      -3.8137 15.4531 -19.7899 18.4484 -9.6986
      56     -15.8353 25.4429 -22.9277 15.4892 0.8484
      57      -9.0782 30.4240 -38.7475 35.3480 -17.3363
      58     -20.6432 28.5300 -22.1872 12.1921 4.8527
      59       1.3812 7.5876 -12.8321 14.6073 -10.0442
      60       8.2098 14.7179 -29.5921 34.6882 -26.1935
      61     -27.7344 39.2038 -34.6288 18.9751 5.3859
      62       9.0962 15.6223 -31.8097 35.4964 -29.1580
      63       0.6151 19.9742 -28.9577 30.9633 -19.6134
      64      -4.3460 20.6381 -28.2991 28.2480 -14.9048
      65     -28.4190 32.4234 -20.9145 3.0951 16.8041
      66     -13.9819 29.4292 -30.5810 26.9367 -8.2613
      67     -31.4668 39.8093 -33.4121 16.1418 10.2704
      68       1.2267 15.9283 -26.3942 29.3511 -19.1392
      69      -0.9317 18.4963 -28.2225 28.4099 -17.0771
      70      -6.3325 29.2729 -37.5111 37.3162 -18.6494
      71       0.7795 17.1391 -28.0310 28.0419 -18.5238
      72       9.7101 14.5801 -32.2690 39.0254 -29.5343
      73       4.4489 10.4863 -20.2267 24.1029 -17.3201
      74     -14.2230 24.6889 -25.6061 19.1125 -3.4120
      75      23.1490 -30.8758 26.5636 -13.5909 -6.0504
      76      36.0941 -41.7499 31.8001 -11.8107 -15.7442
      77       7.6458 -17.7333 18.9695 -15.9241 5.1199
      78       5.3462 -29.1815 41.8216 -37.3739 20.5138
      79      -2.3363 -2.5151 6.0846 -7.8030 6.3109
      80      33.3669 -27.4306 8.8570 11.6103 -30.6422
      81      12.6131 -35.7193 40.6884 -33.4182 14.0346
      82       5.3931 -25.6425 30.7593 -29.2026 15.7499
      83       9.0852 -21.0780 23.4609 -19.5597 6.6857
      84     -15.7888 -6.7012 23.7874 -34.7444 31.4615
      85       1.4653 -24.4344 34.8369 -34.8425 22.6548
      86       9.3536 -24.9906 31.2649 -24.6587 10.5494
      87      -7.2337 -18.0949 35.3033 -40.9580 30.4618
      88       2.3503 -26.3182 38.0400 -36.4968 21.7178
      89      10.7051 -27.2962 31.6294 -27.8496 11.0320
      90      10.5896 -12.2375 8.7413 -3.6949 -4.1565
      91      -4.3453 16.8256 -21.8759 21.5616 -10.4587
      92     -17.7459 32.2466 -32.8770 23.4301 -3.5149
      93     -11.0192 28.9853 -37.0160 33.7452 -13.3981
      94     -15.5240 28.4768 -29.5281 22.5371 -4.6504
      95      -2.6399 18.3127 -24.9081 26.9692 -14.3728
      96       6.9720 13.7411 -26.9933 31.5079 -24.8723
      97       3.1794 15.1216 -26.7662 30.8766 -21.8995
      98     -21.2360 34.2841 -34.0710 22.3929 -0.4886
      99      -4.9864 20.8246 -30.7944 27.6116 -13.5019
     100      -4.5337 18.1346 -24.5811 24.0248 -12.4509
     101       0.0833 17.9581 -26.2489 28.6385 -17.6448
     102     -18.5254 34.1374 -35.4153 25.4478 -4.2945
     103      -7.4747 24.0351 -30.2552 27.5312 -12.3043
     104       8.6859 1.5139 -9.8206 15.2088 -14.5430
     105     -20.5508 32.4461 -30.6749 19.4707 0.7524
     106       4.6317 6.6224 -14.3238 18.3141 -14.1766
     107     -14.7029 23.1653 -22.6187 14.7320 0.0511
     108       5.1669 8.3290 -17.8315 22.8899 -17.1671
     109      -8.2858 23.5491 -27.4874 23.7174 -10.5432
     110       4.1319 12.4349 -23.4536 26.4569 -19.4383
     111     -10.5565 27.8573 -33.5781 28.3865 -11.8239
     112     -14.8626 27.6577 -29.5582 20.2662 -3.1190
     113       5.7771 15.8788 -29.3509 33.8267 -25.1729
