#Frame      Dih_00091 Dih_00092 Dih_00093 Dih_00094 Dih_00095
       1     -24.0865 36.2348 -35.6781 23.8048 -0.1349
       2     -29.9641 41.3800 -35.7631 21.1432 5.0249
       3     -30.9750 41.6601 -36.2985 17.1718 7.6723
       4     -28.0203 36.0446 -29.3332 15.8449 6.4164
       5     -35.5814 39.3780 -25.4253 6.5545 17.7576
       6     -30.0945 39.9425 -35.9636 19.9726 6.0918
       7     -33.5939 34.6349 -23.0988 4.1745 18.4855
       8     -23.3072 38.0832 -36.3288 24.2832 -1.8349
       9     -20.9629 36.4080 -37.8481 27.9973 -3.0052
      10     -13.3857 28.2547 -32.7421 26.3919 -7.9761
      11     -14.3446 25.7957 -28.5611 20.4144 -3.6297
      12     -21.0811 38.1905 -40.6855 29.7701 -7.1790
      13     -34.4053 43.9903 -35.0074 16.8042 9.9529
      14     -24.6210 40.0486 -37.7773 23.3977 -0.1098
      15     -28.2150 37.1062 -28.7897 13.7553 9.4017
      16     -12.6229 25.2923 -28.0232 22.1024 -6.9845
      17     -37.6654 38.5888 -25.9665 4.5630 21.1769
      18     -26.7388 38.7275 -33.2527 19.4854 3.4187
      19     -40.5556 43.9448 -31.6435 9.8306 20.2967
      20     -21.1137 34.0500 -33.2355 23.3141 -2.4348
      21     -26.0211 37.1545 -31.5803 18.9955 3.7987
      22     -27.4238 41.8882 -36.8614 24.8956 0.6578
      23     -25.0120 37.2689 -34.5256 23.4791 1.4626
      24     -11.3114 29.4707 -34.3318 28.8018 -11.7297
      25     -17.3980 29.8143 -28.5029 17.9589 -0.2879
      26     -15.8069 30.3489 -30.6926 22.8319 -4.0218
      27     -14.7549 25.2877 -24.9894 18.0246 -2.8251
      28     -13.9267 37.3239 -43.7768 37.2578 -15.3703
      29     -22.5647 37.1261 -35.8594 24.6826 -0.9844
      30     -25.2183 38.5538 -33.9367 20.2362 2.3965
      31     -43.6835 32.8645 -12.9794 -10.9929 33.5008
      32     -21.5174 34.9836 -34.9422 23.0610 -1.1889
      33     -22.3221 34.2348 -31.2453 20.3179 0.9169
      34     -34.2808 42.9802 -35.3727 15.0319 12.7959
      35     -14.3210 28.8115 -32.3318 24.2484 -7.2989
      36     -41.6343 50.8172 -35.9066 14.3952 16.2233
      37     -32.1006 39.4606 -30.6489 11.6117 12.9906
      38     -32.2629 37.0562 -31.5289 14.1531 10.3426
      39      -7.7243 20.7253 -24.1928 20.2127 -8.1235
      40     -37.0173 44.7167 -35.0990 13.6842 15.1619
      41     -29.6773 44.2552 -41.3024 26.5604 1.0037
      42     -11.0219 29.0885 -36.2989 29.9367 -11.8542
      43       1.3183 22.3995 -36.4894 38.6497 -25.2610
      44     -14.6515 33.4277 -37.7336 29.0175 -9.9848
      45      -9.3946 22.8041 -27.7202 23.7708 -8.8158
      46     -10.6143 22.9691 -25.0237 20.7444 -6.6522
      47     -28.3384 38.0218 -31.8519 16.4752 7.0555
      48     -35.0955 47.3884 -39.4841 20.9429 8.5798
      49     -31.7320 41.4787 -35.6605 18.8081 6.8375
      50      -9.4384 28.5388 -35.0511 30.3981 -14.2445
      51     -29.4277 39.1257 -31.9943 15.0173 10.4119
      52     -36.8124 40.4871 -27.2823 6.4656 18.0238
      53     -37.7479 40.7361 -28.2861 7.5815 18.2263
      54     -22.5924 36.3753 -33.0065 23.3367 0.1586
      55     -21.5618 35.1870 -34.6123 23.4681 -1.2996
      56      -6.1119 25.4782 -33.7667 31.4421 -15.8773
      57     -39.0984 39.6929 -26.5384 5.0216 21.7446
      58     -28.3515 44.1900 -41.3232 25.3035 2.2666
      59     -34.2075 37.8021 -25.2758 6.3178 17.2840
      60     -27.2383 35.9087 -30.2507 15.3730 7.7118
      61     -27.1372 39.0565 -35.6716 19.9703 4.3765
      62     -38.8870 41.5039 -28.3724 7.1431 19.5398
      63     -37.6059 45.0354 -32.5113 11.7385 15.1964
      64     -33.1912 48.9325 -41.5905 26.1023 3.6253
      65     -27.8871 37.5716 -32.4943 16.3205 8.1074
      66     -21.3745 29.5079 -25.6138 12.9561 5.3738
      67     -39.4624 38.9526 -22.9018 0.5278 23.0409
      68     -14.5764 32.8259 -36.1656 30.5436 -10.8975
      69     -23.8707 35.1771 -32.0810 18.1604 2.5367
      70     -20.4727 40.4446 -41.9195 31.2023 -6.4045
      71     -28.9861 36.5706 -30.4862 15.9664 6.9587
      72     -37.5660 37.8177 -20.5361 -1.0570 23.6583
      73     -21.0506 37.0492 -36.5920 24.1532 -3.0043
      74     -23.5202 37.3760 -34.7614 24.3697 -0.4405
      75     -15.0743 36.2885 -38.9466 31.9940 -11.1294
      76      -5.6315 26.2308 -35.7321 35.0008 -17.3070
      77      -6.7387 28.4548 -37.0438 37.7307 -18.8516
      78     -14.8459 37.1639 -41.5849 36.9090 -13.2986
      79     -25.8721 43.4228 -41.2572 30.5560 -3.1909
      80     -25.5960 43.5768 -43.1402 30.2790 -3.3980
      81     -15.1335 32.7084 -36.9003 29.8188 -9.0033
      82     -20.2914 34.7942 -35.0005 24.9652 -2.8509
      83     -34.4663 43.0991 -32.8792 14.0542 11.6618
      84     -11.4866 31.8189 -38.2900 35.7344 -15.2722
      85      -9.5648 29.4987 -35.5646 31.1184 -14.5641
      86     -21.1781 33.7330 -31.6805 19.5160 0.4048
      87     -25.9955 40.3854 -34.8949 21.9467 2.5912
      88     -25.0311 39.4430 -39.1860 26.4475 -1.4429
      89     -12.1222 33.1507 -36.8193 35.2506 -14.4911
      90     -27.8514 43.7245 -43.5104 28.4947 -0.5030
      91      -8.9825 26.4046 -29.4010 25.7154 -11.1053
      92     -22.3762 29.3658 -25.7202 14.1179 4.1041
      93      -5.9328 27.4086 -36.4303 32.2156 -17.3318
      94     -36.4430 48.1739 -39.7308 19.4684 9.8032
      95     -42.1713 45.9347 -31.2855 4.7570 23.5265
      96     -36.8874 44.0497 -32.8265 12.2190 14.7130
      97     -31.3064 34.4945 -25.8621 10.3744 12.4412
      98     -35.2864 47.9839 -41.4889 22.4265 7.4273
      99     -18.1657 33.1433 -33.1064 25.1764 -4.4717
     100     -11.9514 23.9093 -23.6901 18.6089 -4.7102
     101     -28.5810 36.3756 -27.5795 14.5545 7.7003
     102     -27.8406 40.4410 -36.3948 22.5813 2.3615
     103     -42.4332 33.9752 -12.2773 -11.9935 34.8678
     104     -26.8383 35.7012 -30.6795 14.8158 8.3997
     105     -29.4448 38.3289 -33.3488 18.0325 7.4897
     106     -34.4943 33.5013 -18.4138 -0.9003 22.5445
     107     -34.8356 34.5306 -19.6943 -0.8506 23.0387
     108     -35.3243 37.1111 -25.2577 5.2982 18.4747
     109     -50.0537 47.3117 -26.9391 -1.9422 32.9272
     110     -34.1924 48.1504 -39.8224 19.4773 10.0197
     111     -34.9415 39.2086 -29.3479 9.4970 16.2295
     112     -19.3207 34.8151 -31.5916 22.9040 -2.5242
     113      -1.9548 22.3313 -31.6077 30.5584 -18.7155
     114     -16.1263 33.0985 -35.2919 26.2114 -7.0424
     115     -40.3285 48.4780 -38.4711 17.1401 14.0370
     116     -24.9310 41.2993 -39.9103 26.3426 -0.5121
     117     -35.3233 45.8612 -32.1036 13.5007 13.9291
     118     -45.5834 48.6183 -33.3873 6.9794 25.9511
     119     -13.0881 31.4429 -37.1168 31.0867 -11.2546
     120     -41.1219 45.8733 -30.3785 7.3632 20.2464
     121     -37.2592 47.1749 -36.0285 14.8694 13.1326
     122     -22.8284 39.9352 -39.2071 27.3077 -3.5546
     123     -17.8456 29.3253 -30.1418 21.6910 -2.6983
