#Frame      Dih_00046 Dih_00047 Dih_00048 Dih_00049 Dih_00050
       1     -50.3601 44.7342 -26.8539 -0.5422 33.0336
       2     -44.0993 40.4075 -22.8947 -0.0277 26.2475
       3     -42.9045 44.6546 -32.0804 9.8583 20.7688
       4     -37.6908 42.6757 -32.6803 11.2301 15.7396
       5     -30.1209 40.6809 -37.8490 22.3176 5.5995
       6     -44.0605 41.5586 -26.8920 4.4161 24.4144
       7     -44.0800 40.6972 -22.8222 -1.8273 26.7603
       8     -46.5433 46.7609 -31.4433 4.7378 25.3738
       9     -23.6867 33.6270 -31.8303 17.9552 3.5281
      10     -30.4886 33.8559 -21.1804 2.3915 17.7185
      11     -26.0242 39.5302 -36.5300 22.2675 2.5011
      12     -26.7366 39.7065 -33.9002 21.0203 3.3493
      13     -42.6398 43.1722 -29.8960 6.8211 21.4229
      14     -14.8346 33.5714 -37.8921 31.9274 -10.5535
      15     -38.7104 40.0978 -24.9921 3.8308 20.8493
      16     -34.6907 41.4875 -33.5107 16.4538 10.1305
      17     -27.2725 39.9094 -36.4581 21.7790 3.2493
      18     -30.9831 38.8817 -31.6639 14.6155 9.6359
      19     -25.9320 31.0200 -22.9189 8.6721 10.5663
      20     -27.6478 38.1037 -37.8871 22.6737 3.8720
      21     -33.4506 36.8914 -24.1263 4.4205 18.7829
      22     -28.5526 35.7800 -30.2119 15.2553 7.5941
      23     -38.3029 47.1784 -36.8870 15.4684 13.4748
      24     -40.3329 51.6853 -43.1645 22.1484 10.0451
      25     -34.6818 43.6557 -34.8506 13.2313 13.7248
      26     -34.5769 38.9281 -28.2655 11.1372 14.5356
      27     -31.8132 44.0143 -36.9170 20.9204 7.3747
      28     -30.7669 31.7153 -20.2734 3.5199 16.7594
      29     -35.8518 28.3278 -11.6165 -7.9072 25.9294
      30     -30.3771 32.2697 -23.0557 6.4555 14.8637
      31     -48.7950 35.5810 -14.1544 -13.3405 39.7608
      32     -33.8422 27.8039 -11.8928 -8.2308 27.8486
      33     -38.6660 37.6950 -23.4135 1.2807 23.8540
      34     -44.9310 37.2811 -16.8354 -7.9179 33.6691
      35     -31.7116 40.1652 -29.2886 10.8109 12.6150
      36     -35.1367 36.8516 -27.0000 8.3855 15.2943
      37     -36.7541 34.5216 -19.3694 -1.1773 23.7851
      38     -11.3669 24.2461 -27.6241 22.7353 -7.1669
      39     -17.4792 25.5967 -20.7373 10.9185 3.6186
      40     -20.4873 31.9577 -31.7672 20.5851 0.3406
      41     -33.8873 35.1836 -23.9694 4.8492 17.7311
      42     -24.4672 33.9405 -29.4675 17.8596 3.9104
      43     -20.5909 27.1503 -20.9799 10.5920 6.3474
      44     -25.3362 41.6511 -41.1831 27.1125 -1.5078
      45     -29.6018 37.3019 -30.8428 14.2156 10.6275
      46     -33.2508 31.5640 -17.8445 0.6181 19.2493
      47     -33.1619 36.3852 -25.5585 7.0793 16.9117
      48     -19.4603 26.9538 -24.5565 14.3131 3.1503
      49     -40.1180 36.0810 -19.8136 -2.9071 25.4586
      50     -39.6277 32.0903 -14.5853 -6.2224 27.1360
      51     -38.2258 36.5429 -23.0829 2.0829 22.8499
      52     -28.0422 36.6609 -30.5548 14.7177 8.5511
      53     -33.0736 26.9915 -11.6761 -6.6870 25.1737
      54     -35.0511 37.9470 -28.0100 8.6940 15.7111
      55     -30.9075 37.9600 -30.7300 13.0524 12.0516
      56     -41.1553 43.6879 -28.1439 7.0599 20.6602
      57     -44.3471 44.5731 -26.7561 2.2981 26.6035
      58     -36.8169 28.0330 -6.7809 -15.5163 33.8876
      59     -43.0341 41.6155 -24.6441 0.2189 26.5168
      60     -43.3950 34.1153 -14.6361 -8.1372 30.4991
      61     -37.9026 35.7924 -21.5204 1.3399 21.1743
      62     -49.4750 44.6168 -21.0392 -6.4470 34.5852
      63     -45.1131 44.1268 -30.9394 4.5805 26.9371
      64     -33.3285 35.6957 -24.0339 5.9942 17.9141
      65     -25.8854 40.5052 -36.6730 23.9492 2.0550
      66     -18.5165 32.3446 -34.0122 23.4416 -3.8528
      67     -32.2720 39.1722 -27.9848 8.6236 15.9033
      68     -27.3906 42.5908 -38.8808 26.0894 1.1849
      69     -23.7278 33.1881 -29.2959 17.8130 2.8537
      70     -16.6705 34.7776 -35.7000 26.9872 -6.9146
      71     -26.4678 34.9822 -29.1903 14.7105 6.8605
      72     -20.7640 33.2640 -32.1401 22.2057 -1.4660
      73     -34.2366 43.6701 -34.2141 15.4790 11.8982
      74     -42.4172 41.2167 -26.6894 2.8083 24.8996
      75     -33.9452 25.8779 -9.9675 -8.2185 24.1694
      76     -41.5117 42.4959 -28.5188 5.8485 23.8992
      77     -38.7745 40.0404 -26.4671 5.1363 19.4648
      78     -42.9560 43.9749 -28.5975 5.7079 23.1817
      79     -31.3995 47.0859 -44.2905 28.6367 1.6440
      80     -29.1381 47.3817 -46.4283 30.8750 -0.9238
      81     -27.8394 40.4819 -38.5566 25.7149 1.1191
      82     -46.0124 49.1029 -32.2789 8.7016 21.4473
      83     -49.1722 50.8550 -34.8498 9.9405 23.1119
      84     -50.1260 49.9245 -30.4876 3.4225 27.2729
      85     -35.9251 44.1293 -31.8098 12.4205 14.2189
      86     -45.8127 46.9177 -32.3150 7.7035 23.9030
      87     -45.0042 45.9095 -27.9075 3.7868 23.7013
      88     -48.7133 48.9619 -33.6405 7.3342 24.8573
      89     -34.8349 46.6335 -35.8693 18.1148 10.4002
      90     -27.9864 37.6165 -32.5134 17.3304 5.9613
      91     -42.4800 40.7571 -22.8964 -1.8448 28.0942
      92     -38.8867 37.7763 -25.2111 3.6584 21.8888
      93     -37.3098 38.8264 -28.1926 6.4034 20.1529
      94     -25.3806 34.1459 -31.2186 17.2185 5.0141
      95     -31.3280 34.3833 -23.3318 5.8320 15.5456
      96     -35.4585 38.7541 -27.7792 6.4662 19.4536
      97     -32.8991 35.5615 -26.4404 8.6242 15.8916
      98     -23.5283 33.9050 -30.6942 20.1421 1.2951
      99     -37.2044 36.9043 -23.3498 2.6153 21.5749
     100     -32.3781 37.3460 -28.0378 12.2266 12.3898
     101     -43.7506 41.9138 -26.2077 2.2620 25.1608
     102     -42.5969 48.4296 -35.9282 13.5854 18.3862
     103     -39.6085 43.2990 -30.3071 6.1463 20.8818
     104     -47.3157 44.1639 -22.9995 -3.0418 30.4236
     105     -26.8452 31.4623 -21.1704 7.8464 10.4985
     106     -33.2205 33.3886 -20.6990 1.1651 20.6948
     107     -49.2246 46.4706 -24.4398 -2.3317 29.9170
     108     -48.3528 47.9384 -27.6805 1.8197 29.5004
     109     -37.2676 38.4349 -23.6125 1.3593 22.5379
     110     -31.8324 42.4953 -35.7132 17.3839 8.7119
