#Frame      Dih_00101 Dih_00102 Dih_00103 Dih_00104 Dih_00105
       1     -27.3650 40.8074 -35.6544 20.4522 4.8302
       2     -28.6654 38.4061 -31.4765 15.7827 8.2091
       3     -28.3476 44.1257 -40.6611 23.9370 1.3589
       4     -26.2360 39.9757 -34.7782 21.0155 3.0810
       5     -31.8021 50.2985 -47.8492 32.6261 -1.0999
       6     -26.9409 38.5688 -34.6437 19.1799 5.2494
       7     -38.7968 45.8257 -35.5531 14.8272 14.6251
       8     -33.8555 49.9001 -43.0124 23.6318 7.1260
       9     -30.1727 45.4003 -39.0060 24.8448 3.2146
      10     -35.4278 46.8237 -38.3853 20.7889 8.3115
      11     -35.1396 42.4521 -34.1137 15.7029 11.6244
      12     -20.4932 37.2869 -37.9310 25.8432 -3.4533
      13     -28.8909 43.9157 -44.0614 26.4751 0.7100
      14     -35.7174 45.5917 -36.5074 17.9656 10.9553
      15     -19.6357 37.3053 -39.5552 30.7618 -7.4435
      16     -27.3852 40.4404 -38.6552 24.8773 1.3286
      17     -29.1801 33.4648 -24.3278 8.7321 13.2723
      18     -10.9627 27.0688 -30.2744 26.9282 -9.1896
      19     -17.9024 37.5837 -41.0354 33.2802 -10.3988
      20     -22.3484 38.4110 -37.2322 26.4680 -3.1203
      21     -10.7275 26.2921 -29.6202 23.6055 -8.4257
      22     -28.6160 47.3804 -42.9510 27.1724 0.0336
      23      -1.9256 23.3474 -33.9413 34.3462 -20.4995
      24     -24.1431 45.4042 -44.7296 31.6463 -4.9913
      25     -31.1950 45.5152 -40.6345 24.4454 3.7772
      26     -29.7292 43.6927 -38.7396 26.6056 0.9853
      27     -16.1296 31.5553 -33.7760 25.0041 -5.5675
      28     -30.7825 40.8873 -34.8353 17.8615 7.5962
      29      -8.7908 24.6321 -30.1250 27.0543 -11.4349
      30     -29.9877 44.4511 -40.1770 21.4148 5.4469
      31     -23.0620 38.6906 -36.8684 26.5976 -2.0634
      32     -34.8362 46.3921 -39.8164 18.9702 10.8835
      33     -36.1097 49.8081 -39.5844 19.5550 9.5131
      34     -31.9928 38.7446 -30.3356 13.3138 10.9299
      35     -35.9739 45.4384 -36.9754 18.3708 10.4896
      36     -41.6835 45.0492 -32.8921 11.4797 19.6118
      37     -18.3753 30.0895 -28.5253 20.4497 -2.2120
      38     -37.5659 45.1975 -32.7343 14.2395 13.3410
      39     -44.8716 46.6071 -32.6220 7.0341 23.8334
      40     -40.6674 46.2852 -34.3097 10.6752 18.9051
      41     -24.2403 37.2370 -38.2059 24.0653 0.3292
      42     -20.2552 36.1561 -38.7306 26.8054 -5.4161
      43     -29.2607 44.0586 -39.9361 25.1473 1.2771
      44     -33.3428 44.7644 -38.6725 20.4262 9.1789
      45     -28.3276 42.7587 -39.5478 24.8921 2.2160
      46     -25.1403 39.9052 -36.4226 21.0169 1.8022
      47     -38.0463 44.7027 -31.1367 8.5040 18.0071
      48     -23.4670 37.6396 -35.7057 26.5149 -2.8735
      49     -31.8870 44.6145 -38.3133 18.2953 8.6050
      50     -17.6971 33.3737 -35.9331 25.7609 -5.3882
      51     -15.4422 34.1283 -38.9643 32.1206 -10.1195
      52     -30.9360 43.3828 -40.1713 25.0306 3.3234
      53     -22.6392 33.4860 -31.6960 21.6683 1.0042
      54     -16.7218 34.8766 -36.3397 29.1398 -9.2485
      55     -10.6686 30.4078 -37.1803 31.1186 -12.1352
      56      -6.8172 30.2428 -41.6629 38.8075 -19.0275
      57     -16.7379 36.1033 -40.5332 29.0086 -8.6102
      58     -18.0891 32.3562 -32.4090 25.8476 -5.8393
      59     -34.7725 43.8119 -36.0476 17.7210 10.3845
      60     -22.3293 35.2841 -33.9041 21.4170 0.6599
      61     -34.0588 43.5053 -39.1346 21.6188 6.8394
      62     -43.0246 45.3620 -34.0514 9.6629 20.0593
      63     -46.3121 48.0297 -31.3791 7.0477 23.7082
      64     -41.2688 40.1487 -26.0766 2.9384 24.1557
      65     -32.4533 42.4268 -35.4004 17.8735 8.7944
      66     -24.0725 37.4594 -36.0929 23.3342 -0.4175
      67     -32.5882 40.3268 -30.8778 11.7839 13.8286
      68     -39.3717 43.7134 -29.4418 10.8048 16.7113
      69     -31.1402 43.6945 -38.7014 21.7433 6.1642
      70     -29.6340 40.7311 -33.4988 15.9380 8.1273
      71     -26.6493 38.7617 -34.3271 18.1425 5.3979
      72     -20.7201 37.9216 -42.8235 29.5790 -6.5077
      73     -36.2462 46.7162 -39.4713 19.4936 9.4376
      74     -37.3507 46.2338 -37.8662 18.6773 11.8713
      75     -23.0953 36.4399 -31.0989 20.3043 1.1107
      76     -28.0876 44.9742 -39.2663 23.3347 2.3047
      77     -33.7682 42.3829 -36.0114 19.0678 9.8083
      78     -12.1755 31.1547 -35.3955 30.4951 -12.0362
      79     -19.5598 34.9740 -33.7756 24.2977 -3.7194
      80     -31.6911 43.3565 -38.3862 21.1812 7.2230
      81     -30.6165 41.4169 -35.7774 20.1668 6.0949
      82     -38.1796 42.9635 -31.5790 12.7148 14.6211
      83     -35.4688 47.0184 -42.0493 22.8196 8.3270
      84     -31.2646 45.1294 -40.8480 22.5314 5.3652
      85     -13.3930 30.7848 -38.2723 30.4957 -11.1127
      86     -34.3915 50.5973 -43.0877 27.1407 4.2214
      87     -30.7748 42.8062 -33.1851 17.6387 7.9328
      88     -27.5226 36.7948 -30.0901 13.9142 9.4895
      89     -26.7267 37.7679 -34.7103 18.4485 4.7415
      90     -31.4494 40.2045 -30.2777 13.8607 10.8691
      91     -32.5467 41.8233 -33.9266 16.3142 9.4417
      92     -48.1956 49.3884 -34.1872 5.1928 28.9878
      93     -35.4236 42.6356 -34.2296 14.6441 12.6952
      94     -17.2419 34.0541 -33.8434 27.3177 -5.8680
      95     -31.5965 42.8217 -38.5435 21.7715 5.2962
      96     -11.7564 30.8819 -36.7102 29.2965 -11.6305
      97     -31.5206 41.8977 -35.7116 17.8392 8.0572
      98     -26.7637 38.7990 -34.2892 20.7149 3.8355
      99     -15.2618 33.4042 -35.0010 27.3278 -8.2149
     100     -35.0526 43.0428 -35.3997 14.9174 12.8833
     101     -27.1773 40.9004 -37.5660 23.2909 2.3234
     102     -36.7629 41.9606 -33.8653 13.2407 15.2190
     103     -44.1940 45.0415 -27.9171 1.3764 28.1505
     104     -32.7908 35.6061 -26.4811 8.9014 13.7454
     105     -29.7737 45.1315 -45.3104 29.7983 0.3546
     106     -18.9925 37.2994 -41.3371 30.0567 -7.3795
     107     -20.2705 40.6885 -43.3065 35.1517 -9.5964
     108     -31.0155 40.8040 -38.0204 21.7635 6.3114
     109     -16.9233 34.1162 -35.2232 29.3774 -8.6804
     110     -32.4992 41.4668 -33.7698 16.0595 10.4485
     111     -18.9215 34.7991 -38.2181 26.7256 -5.4523
     112     -28.0965 42.7189 -40.3942 27.9045 -0.0193
     113     -25.9454 39.3205 -36.9844 23.1142 1.9939
     114     -18.2276 30.8635 -31.1644 21.1040 -1.9367
     115     -18.9662 32.4243 -33.6201 24.0772 -3.0746
     116     -26.4472 44.2162 -43.1823 28.4124 -1.6715
     117     -25.4113 35.1451 -31.7135 16.9589 4.9381
     118     -39.6209 46.0243 -31.5081 9.2972 18.0224
     119      -6.1066 23.4237 -30.2259 28.9855 -13.9615
     120     -16.3093 34.3673 -39.1554 29.0756 -9.1698
     121     -27.8096 38.3069 -32.2416 17.1497 6.6368
     122     -31.9894 42.6647 -36.4477 19.3341 7.5400
     123     -15.7938 32.7753 -33.6553 25.5805 -6.8297
