#Frame      Dih_00096 Dih_00097 Dih_00098 Dih_00099 Dih_00100
       1       1.4671 24.8990 -36.9965 41.9238 -27.9124
       2     -12.2071 15.5526 -12.0060 6.0892 3.4431
       3     -16.5109 32.5106 -31.9915 24.6425 -5.1634
       4     -35.1824 37.8870 -22.9463 0.3707 22.7153
       5     -45.8349 34.2778 -11.4746 -15.5084 37.1658
       6     -25.3083 39.1052 -39.1019 28.0344 -1.2242
       7     -41.7588 28.3645 -3.5971 -21.3453 40.0299
       8     -34.0543 46.8813 -42.0660 24.4350 6.2213
       9     -13.9626 28.9957 -31.0938 24.0313 -6.0286
      10     -39.2863 48.9564 -40.8499 18.1481 13.3700
      11     -45.2643 34.6057 -12.9614 -12.7141 36.9622
      12     -55.9560 39.9411 -15.3337 -15.1319 42.3006
      13     -49.8189 42.0798 -19.9594 -6.3419 32.7830
      14     -35.6138 43.1502 -32.9605 12.7566 12.8796
      15     -33.8515 48.5509 -39.6957 21.0107 7.8501
      16     -14.7546 29.8163 -29.9984 23.5959 -5.5795
      17     -43.3037 27.4396 -3.1249 -21.8711 42.0136
      18     -52.2473 42.9897 -20.8239 -8.7144 38.8121
      19     -36.0751 37.9860 -24.2644 4.7853 20.4296
      20     -42.6780 41.3809 -25.5160 1.8956 25.3612
      21     -46.8175 32.5439 -10.0188 -16.8229 41.6937
      22     -38.5963 29.7745 -10.0082 -14.2684 35.4567
      23     -36.9730 33.9126 -20.0477 -1.2394 24.1474
      24     -43.0846 39.6859 -21.7840 -2.1775 28.6498
      25     -35.5949 40.4644 -27.4192 6.9834 17.8001
      26     -38.8045 28.9898 -9.4234 -13.9387 34.3039
      27     -42.2809 28.2340 -3.8407 -22.1170 41.3303
      28     -29.6964 37.3864 -28.1702 13.1876 9.4931
      29     -40.4714 27.2025 -6.3261 -16.3871 35.0263
      30     -30.7348 20.6802 -3.7623 -13.3379 28.2159
      31     -43.5177 37.8724 -23.3475 -2.1794 28.2956
      32     -34.7473 18.8594 5.4042 -27.2714 41.8678
      33     -48.2911 32.9004 -6.2768 -20.7533 42.6789
      34     -37.8823 49.9644 -37.5178 15.0704 15.1592
      35     -36.7006 44.8255 -35.9015 13.1277 16.1551
      36     -34.5775 43.5469 -38.1962 17.7884 10.6320
      37     -43.4707 25.5680 -2.4093 -21.7599 42.3688
      38     -45.1378 48.7063 -30.2958 4.2832 27.0616
      39     -46.2688 45.5964 -30.1130 4.2411 26.3933
      40     -36.8141 45.9997 -37.0389 17.4481 11.7402
      41     -18.9900 30.0740 -28.9563 18.4910 -0.2198
      42     -27.1312 43.0520 -40.5539 23.9886 1.7056
      43     -49.1970 49.7717 -30.6436 2.2932 27.3381
      44     -26.8742 14.2361 2.3642 -16.7910 26.6897
      45     -38.6508 29.8556 -13.9417 -7.3277 28.4307
      46     -40.6554 31.6099 -10.1008 -13.0299 34.8271
      47     -46.1116 51.4859 -32.1332 6.7216 24.6268
      48     -25.5458 38.5305 -34.5877 19.5677 3.6939
      49     -49.3318 47.1378 -29.5514 3.8871 28.9307
      50     -44.5433 45.7246 -26.8333 2.3931 23.3584
      51     -47.2978 55.9899 -38.9023 16.0445 17.9155
      52     -44.6629 54.5827 -42.3823 18.4035 15.8454
      53     -37.3683 45.5067 -36.4011 15.6337 13.4499
      54     -27.3011 42.7569 -38.8887 22.0498 3.5043
      55     -20.7839 36.2324 -36.0965 25.9379 -3.3488
      56     -46.7646 34.0828 -12.7888 -14.3994 37.3522
      57     -47.7467 29.9917 -3.4238 -24.8380 47.2348
      58     -55.9472 34.2715 -5.9086 -26.7107 53.9759
      59     -40.0485 26.9714 -3.9483 -20.4225 38.6324
      60     -39.7378 36.5256 -18.3490 -5.2596 28.1979
      61     -50.0324 35.0624 -8.3896 -20.2278 48.3155
      62     -41.7257 24.3063 -1.1446 -22.0616 41.0581
      63     -49.2583 55.4774 -37.7042 7.8737 28.4815
      64     -41.8404 43.9142 -27.6192 3.3019 24.7695
      65     -36.0479 47.4490 -38.4456 16.5116 12.2352
      66     -48.9100 45.7035 -25.0324 -0.5198 28.7534
      67     -35.6900 44.8615 -34.4547 17.0187 11.6090
      68     -46.3444 31.6937 -8.5318 -20.6911 44.5722
      69     -31.8759 39.6520 -33.4085 16.4108 9.5967
      70     -35.6332 32.5415 -16.0559 -3.9844 23.9399
      71     -33.9792 43.2613 -34.8726 19.3831 8.5753
      72     -22.0430 36.0910 -36.2829 25.1758 -1.6539
      73     -40.9699 32.8640 -13.1073 -9.8235 33.0167
      74     -40.1485 42.0664 -28.3179 5.5192 21.7927
      75     -56.8742 49.6541 -24.7340 -7.0054 38.4973
      76     -52.0616 34.8372 -6.3219 -22.8594 46.5569
      77     -52.4137 42.3799 -20.8153 -9.2109 39.7544
      78     -42.0626 45.4400 -27.9183 4.2058 23.6134
      79     -25.9957 45.2334 -43.4330 29.9953 -2.6158
      80     -21.6860 38.1293 -39.0899 27.5499 -3.6695
      81      -0.3803 20.4939 -32.7557 34.4719 -20.3144
      82     -34.2196 42.8885 -34.4325 14.9194 13.1737
      83     -31.3410 37.2267 -29.9632 13.8691 11.0322
      84     -49.1057 30.6822 -3.7695 -24.2915 45.2292
      85     -39.9280 43.7194 -30.6191 8.3043 20.5961
      86     -32.3393 41.0232 -30.7542 12.7533 12.2609
      87     -33.6340 37.7196 -26.2885 5.4730 17.0169
      88      -6.9162 28.9416 -36.2060 35.2515 -17.7326
      89     -46.2615 47.9217 -29.6042 4.5434 24.8616
      90     -35.5146 43.4208 -32.9005 13.0904 14.2734
      91     -32.1616 32.7993 -22.2282 5.1078 16.4554
      92     -49.3230 42.0790 -19.2323 -8.9555 35.6293
      93     -26.9626 37.4093 -30.7507 14.9650 7.5816
      94     -26.1758 39.6795 -36.5469 22.0279 2.4689
      95     -49.2244 41.0948 -18.6095 -7.8175 34.9660
      96     -37.4047 32.2622 -15.4112 -6.6533 28.3200
      97     -40.9103 30.3534 -9.7501 -15.2129 36.3644
      98     -38.6973 30.9519 -12.7912 -10.9533 31.7183
      99     -39.8426 48.1308 -36.4728 13.1691 16.8235
     100     -40.7734 20.2071 4.5991 -27.6146 42.1540
     101     -42.2473 39.8972 -24.4107 2.7165 23.3432
     102     -44.9445 33.6925 -11.9772 -13.3852 34.9188
     103     -35.4277 31.2235 -13.8208 -6.4881 25.9689
     104     -35.7387 23.6188 -4.6317 -14.6741 30.4194
     105     -39.6754 19.5825 6.6297 -30.4878 42.3372
     106     -31.6640 25.4122 -9.9025 -8.4807 25.5871
     107     -38.9532 19.0173 6.7361 -29.1059 44.2013
     108     -39.3419 47.2539 -35.3452 14.8722 15.8313
     109     -45.1991 29.2919 -4.8278 -20.6239 42.9476
     110     -31.3339 38.4748 -30.3274 11.7035 12.9545
     111     -21.0696 29.0521 -24.3031 13.0916 4.8647
     112      -6.8247 24.2672 -30.2040 26.4588 -13.1437
     113     -45.2126 46.8300 -32.2754 9.4791 22.0945
     114     -32.8596 28.3145 -13.4334 -4.6041 23.7439
     115     -17.2178 26.4329 -26.5952 17.9854 -0.3529
     116     -20.2810 38.3770 -37.7738 27.1330 -5.7309
     117     -18.9790 32.4918 -32.6898 24.1501 -3.3725
     118      -5.6310 24.8439 -32.2104 29.7776 -15.7247
     119      -3.2838 23.8191 -34.4860 34.5466 -19.5588
     120       1.2295 22.7014 -34.5943 36.5113 -25.4827
     121       2.0448 23.9510 -37.7334 39.5386 -27.8727
     122      -4.6802 21.5308 -27.4074 24.3096 -13.0969
     123     -10.7233 26.6570 -29.0489 22.9443 -8.5548
     124      -3.4457 23.9371 -33.3805 32.7499 -19.6970
     125      -2.5569 20.9026 -29.2730 28.7672 -16.5856
     126     -28.9914 17.0021 -0.8393 -16.3023 31.1451
     127     -30.2649 34.1954 -24.1890 8.0393 14.5425
     128     -39.2658 38.3726 -23.3083 2.3021 23.1248
     129     -41.4633 32.5954 -13.4970 -9.9299 32.6831
     130     -23.6466 24.4618 -15.8378 2.3239 13.5587
     131     -11.7492 25.9410 -27.6316 21.6852 -6.2100
     132     -19.9578 37.7358 -37.2286 26.9992 -4.8494
     133     -31.6054 34.1791 -23.4465 6.9994 15.2847
     134     -29.6521 43.0069 -35.9984 18.7138 7.1459
     135     -33.1519 37.7877 -26.9595 8.6308 14.3584
     136     -28.5897 44.1372 -39.0910 24.3906 2.0544
     137     -35.3872 40.9021 -29.5303 10.9294 15.1195
     138     -32.0758 29.6462 -17.6626 -1.7256 23.0888
     139     -18.2121 33.0825 -31.4045 23.9763 -4.6881
     140     -11.1262 25.2320 -28.5486 21.8612 -6.6684
     141     -35.8882 39.5476 -31.9923 12.5271 14.1675
     142     -41.5804 49.1957 -35.7783 10.0971 20.3407
     143     -33.5365 32.6917 -17.0132 -2.0682 22.9906
     144     -39.4085 39.6817 -24.3952 2.6119 23.1031
     145     -10.0175 27.0069 -32.3976 26.4073 -10.7733
     146     -19.9614 35.2828 -35.1711 25.3547 -2.9315
     147     -35.2336 42.6734 -34.7028 14.6523 13.4925
     148     -24.8166 38.5584 -38.5811 25.0957 -1.2760
     149     -19.2095 36.6204 -37.3210 26.7071 -5.1867
     150     -36.4937 36.9812 -22.0106 2.6623 20.1993
     151     -13.1827 31.2314 -36.3292 30.2003 -11.2289
     152       5.8425 14.3283 -28.4882 34.2220 -24.4069
     153       4.0330 16.0861 -28.1573 33.7963 -22.3049
     154      -8.7641 31.3467 -41.0867 35.9240 -18.1624
     155     -15.1593 36.9512 -40.6549 33.9823 -11.0441
     156      -6.1236 27.7669 -36.7671 36.9681 -19.4634
     157     -29.4069 40.3288 -37.6681 23.3413 3.1220
     158     -23.1685 37.6235 -35.5590 23.9400 -0.9116
     159     -11.2807 30.1844 -33.8257 27.5300 -10.7974
     160     -22.9954 33.7059 -30.8629 19.5462 1.2389
     161      -2.7730 25.9882 -39.0520 36.5011 -22.3215
     162     -16.2725 30.7662 -30.1368 21.1682 -3.4375
     163      -6.1240 24.6206 -31.8238 30.2493 -16.3117
     164     -11.5460 30.3238 -36.5732 30.4912 -12.6059
     165     -15.6105 32.8580 -35.9770 26.2728 -6.9850
     166     -14.4395 27.2278 -28.7096 20.8547 -4.1641
     167     -17.5902 32.9773 -35.3521 25.7158 -5.5653
     168     -23.1354 29.6826 -24.7769 13.2437 5.2635
     169     -10.0816 30.0748 -38.2631 37.1016 -16.1304
     170     -12.3074 24.6527 -26.7239 20.1432 -5.5393
     171     -18.5802 30.7089 -30.2485 19.9432 -0.9876
     172     -22.3281 41.0546 -42.0622 28.4780 -5.2839
     173     -11.9868 26.3364 -28.8509 23.1296 -7.4377
     174     -22.7050 36.8789 -34.7665 22.7148 -0.9615
     175     -14.3482 31.7387 -36.3361 29.7109 -9.8274
     176     -12.6268 27.4958 -31.1627 23.7360 -6.6880
     177     -24.5345 31.4205 -23.8398 12.4578 7.4352
     178     -16.8503 31.3423 -33.7721 25.9054 -6.0655
     179     -10.0399 26.4895 -30.4970 23.5613 -8.6906
     180     -19.3732 30.3691 -28.7726 18.4348 0.8319
     181     -12.8248 23.5824 -23.9506 17.9920 -3.2566
     182     -28.9013 41.6133 -38.8663 25.1337 2.3332
     183     -12.1205 28.3962 -33.2557 24.8338 -9.2657
     184      -6.1795 14.5061 -15.9765 12.0170 -3.9122
     185     -13.0834 23.3752 -23.7743 17.6871 -2.8552
     186      -6.8547 23.7295 -28.6776 27.5318 -13.3172
     187     -24.6722 43.0020 -41.8974 31.7685 -3.2615
     188     -15.0989 31.6994 -30.7526 23.5370 -6.2748
     189     -19.5367 31.4966 -29.1676 18.9815 -0.7811
     190     -22.3646 41.3938 -43.1921 29.1632 -5.3662
