#Frame      Dih_00026 Dih_00027 Dih_00028 Dih_00029 Dih_00030
       1     -42.2528 53.0384 -40.7398 19.2638 13.6538
       2     -42.7983 45.6061 -32.9610 8.0625 21.4622
       3     -37.6850 45.9656 -33.9159 13.7850 14.8141
       4     -39.8076 45.5070 -32.0489 8.1788 21.8200
       5     -44.0761 46.2790 -30.4169 4.8337 25.0175
       6     -29.2437 46.0009 -41.1784 27.6713 0.7449
       7     -33.7364 42.3020 -33.8683 14.3608 12.8171
       8     -29.8284 34.9648 -26.4217 9.5017 12.9564
       9     -21.3720 34.3198 -34.7858 25.2892 -2.8416
      10     -33.2493 46.6559 -46.2831 26.8470 4.5718
      11     -44.7529 46.6308 -29.7137 5.5579 25.3855
      12     -45.2800 40.3012 -19.7929 -4.6370 29.6930
      13     -16.2325 28.1946 -25.8515 19.7722 -2.6986
      14     -27.7825 36.2288 -28.8580 12.5556 9.6838
      15     -33.9469 42.1016 -35.9099 16.4833 10.7327
      16     -24.5638 38.3987 -36.3660 24.5670 0.8711
      17     -42.0977 40.7782 -26.5495 5.4844 22.8454
      18     -43.0301 48.2382 -33.2320 9.4321 18.6294
      19     -34.4788 41.6427 -28.5142 9.1014 16.2284
      20     -44.0076 46.7529 -32.9535 8.7147 22.1409
      21     -44.5310 41.6831 -25.1585 0.4787 25.8133
      22     -22.7244 34.1781 -29.7967 18.2878 2.6114
      23     -42.9087 44.3156 -31.5780 9.2975 21.5089
      24     -35.4870 41.5315 -33.4931 14.2288 14.3184
      25     -26.8318 34.0923 -25.4935 11.0052 10.2549
      26     -33.1798 41.6181 -30.8931 13.9622 10.5140
      27     -31.1008 39.7838 -34.1279 16.1760 9.7199
      28     -26.5212 37.2989 -32.0280 17.9005 4.8903
      29     -22.5248 33.2656 -34.6779 23.2457 -0.8257
      30     -30.4246 41.8565 -35.5812 19.0273 6.9016
      31     -24.2280 37.9014 -37.0036 24.2673 -0.2909
      32     -17.5354 31.7313 -35.6529 27.7674 -5.8584
      33     -32.5306 39.8418 -29.9900 13.0761 11.8160
      34     -29.0334 41.6129 -36.8078 20.6746 4.5843
      35     -43.1579 43.9295 -27.2521 2.6545 24.7964
      36     -38.2420 41.1172 -31.0342 8.1584 19.4764
      37     -35.3910 46.3763 -39.6315 21.1978 9.6356
      38     -24.0367 39.6537 -36.9144 25.4370 -0.7431
      39     -38.5507 35.5310 -16.6465 -5.8712 27.8769
      40     -26.1344 35.6505 -30.6680 15.4946 6.6997
      41     -22.8997 38.3993 -36.5041 24.8768 -1.9998
      42     -33.6996 28.6353 -11.9559 -7.5023 26.7027
      43     -26.6716 35.3725 -30.7192 17.0878 5.7054
      44     -23.7903 37.9228 -37.1449 23.7349 -0.5305
      45     -26.8333 36.9147 -29.6945 16.9190 5.7440
      46     -19.8773 34.3226 -34.6674 23.7573 -3.1293
      47     -37.0372 44.9470 -31.1188 10.5422 15.6282
      48     -38.6525 44.5241 -35.3910 14.3571 15.4928
      49     -29.4838 41.5918 -32.7551 17.2338 7.1455
      50     -24.7783 36.7669 -33.1516 19.2058 4.0200
      51     -45.1170 40.9247 -21.6230 -3.9614 28.8557
      52     -36.5230 47.0405 -44.6043 24.4341 7.2179
      53     -30.9405 37.1374 -27.4331 11.6989 12.4320
      54     -41.1886 42.8857 -29.2184 4.0472 25.3956
      55     -29.3036 40.0693 -35.5700 18.9905 5.8951
      56     -37.3423 47.4724 -38.7283 18.8801 11.7711
      57     -27.0632 39.7737 -34.2981 19.5099 4.4737
      58     -46.7612 53.9012 -40.5283 14.8351 19.7386
      59     -40.8777 49.5726 -40.8057 19.4650 12.4975
      60     -35.7902 44.9219 -34.5067 14.7892 13.2303
      61     -37.6083 44.4850 -33.7277 12.4989 16.3875
      62     -31.9031 45.4118 -39.2168 21.4272 7.0104
      63     -35.7261 38.6528 -28.7044 8.8504 17.2024
      64     -25.7459 43.0057 -40.3941 27.7896 -1.6649
      65     -21.8608 41.3684 -44.9193 34.3816 -7.6285
      66     -24.4418 42.6980 -41.9898 28.4696 -2.3033
      67      -9.2849 29.8358 -39.2556 34.3528 -14.6784
      68     -33.7786 45.4037 -36.0430 21.0334 7.0961
      69     -41.9147 46.1743 -35.2808 9.7264 20.5077
      70     -45.3737 51.1033 -37.0949 11.4962 20.4919
      71     -42.8301 47.2932 -36.1816 16.5272 14.5616
      72     -41.1229 49.0391 -37.1439 16.3962 15.0243
      73     -40.6422 45.7734 -34.4462 10.1778 19.7160
      74     -48.0003 45.1716 -25.4458 -1.3449 32.4864
      75     -36.0724 43.4348 -33.5895 14.3230 12.8981
      76     -49.4277 53.0210 -36.5296 6.8431 28.0322
      77     -34.3074 38.4430 -28.0738 8.6417 15.8518
      78     -34.2042 44.8633 -36.7633 15.7493 11.0885
      79     -31.1769 44.4809 -38.9257 20.9249 6.4949
      80     -28.6425 37.8908 -29.6351 14.3061 8.5561
      81     -36.8574 42.8652 -30.9312 8.1395 19.4669
      82     -28.8090 39.6102 -31.7944 17.3556 6.8291
      83     -36.3406 42.2469 -32.2024 11.3342 14.8357
      84     -43.8073 40.8606 -26.4347 3.1101 26.1583
      85     -37.1308 35.4845 -26.6325 5.9441 19.6655
      86     -37.9458 23.3524 -2.7291 -20.1600 36.9771
      87     -42.2066 47.4509 -32.9889 11.6438 19.7245
      88     -38.0924 44.1522 -33.9129 11.5367 15.8504
