#Frame      Dih_00131 Dih_00132 Dih_00133 Dih_00134 Dih_00135
       1      -4.9187 24.9287 -33.3828 31.5283 -16.7286
       2     -12.3570 28.2687 -30.5927 26.9173 -9.8728
       3      -4.6907 25.1070 -31.4412 29.9866 -17.0237
       4      -8.3695 21.1349 -23.7538 19.9338 -7.5633
       5      -1.0822 19.8294 -28.5820 27.8627 -17.4113
       6      -1.3174 24.1243 -36.2155 33.5733 -22.2725
       7      -2.7829 17.6216 -23.5560 23.1796 -13.2883
       8      -9.2568 29.3763 -36.6131 30.9416 -13.9090
       9      -1.4555 20.6254 -30.2371 29.8193 -18.3296
      10       7.8991 17.5470 -33.8240 40.5781 -29.9195
      11      -0.9094 25.1635 -36.6780 39.0059 -25.1116
      12       0.2509 21.0148 -31.5521 33.3150 -21.9059
      13      -2.0915 20.8974 -30.7526 30.3313 -17.4861
      14      -9.1973 29.2554 -37.1911 34.7340 -16.2836
      15       3.6336 19.7728 -34.1378 35.4122 -25.5790
      16      -7.0114 25.9261 -30.8087 30.7563 -15.9557
      17     -13.0691 29.1414 -30.4227 24.5396 -8.3455
      18       1.3016 19.2911 -29.2409 32.0673 -22.4530
      19       1.9869 17.7806 -27.1629 31.9825 -21.3485
      20     -26.4693 38.8668 -37.7430 24.0718 1.8554
      21     -20.6209 24.1837 -19.5285 8.2169 6.9425
      22     -16.7366 30.7507 -33.6659 25.4769 -6.4498
      23      10.1243 14.7491 -34.4489 41.8023 -32.7742
      24       2.4645 18.8439 -32.7818 34.7064 -23.0899
      25     -29.4991 39.1899 -32.3654 17.5917 6.1509
      26     -25.2914 39.0015 -33.8380 21.3676 2.1645
      27     -27.5685 36.3912 -33.0314 17.1524 6.9582
      28     -20.3821 35.4784 -37.2169 26.1271 -3.8744
      29      -6.8162 28.9406 -40.1603 37.3908 -19.5549
      30     -31.8545 41.0315 -32.3720 14.0887 10.2503
      31     -27.3401 38.4998 -33.1695 19.5937 4.6989
      32     -24.6519 36.0715 -34.5679 21.0807 2.0919
      33     -25.3092 35.7787 -32.7379 18.0749 4.1763
      34      -7.6421 24.0237 -31.1582 26.9303 -12.8082
      35     -28.9916 35.4556 -26.1853 11.2899 11.3334
      36     -10.8639 17.0056 -16.2336 9.9804 0.1356
      37     -18.9330 36.6484 -39.0537 31.4641 -7.0873
      38     -30.7066 32.2073 -20.6597 3.3463 17.5196
      39     -18.0854 33.7755 -33.3972 25.1065 -4.5612
      40     -16.6791 29.8560 -30.9193 23.0885 -4.0278
      41     -37.6643 44.5741 -33.9330 13.8323 13.9783
      42     -25.2127 39.1399 -34.5025 20.1392 2.7179
      43     -14.6387 30.7142 -33.1914 25.2495 -6.2876
      44      -2.0403 22.4822 -34.0575 35.9115 -19.5408
      45      -7.2524 21.8881 -26.9466 25.1886 -11.1441
      46      -9.9353 24.6125 -30.4107 24.7907 -9.5637
      47      -3.6968 22.5234 -31.9480 28.8381 -16.7372
      48     -31.6074 34.7440 -27.2569 9.4799 12.9326
      49     -35.5281 45.9666 -36.1735 18.3578 9.6262
      50     -38.0638 44.3245 -32.8376 11.1284 16.0765
      51     -34.3592 40.0230 -29.6627 9.6259 16.0335
      52     -35.5584 38.6892 -28.1214 8.8321 16.9663
      53     -36.4637 47.6031 -41.2476 20.4409 10.8467
      54      -2.0436 24.6489 -36.7102 36.1724 -22.0383
      55     -15.5697 27.2211 -27.7257 21.2043 -3.6748
      56     -30.4335 38.3827 -31.6150 14.2658 10.6635
      57     -26.1797 38.0349 -34.9087 20.8851 2.9808
      58     -33.3367 41.2642 -30.1019 11.4938 14.2697
      59      -6.4589 22.3127 -27.9309 23.8638 -10.7125
      60      -6.5728 22.8075 -27.8928 25.5043 -11.7986
      61     -23.6466 39.1314 -37.2051 26.4307 -1.8817
      62     -22.7230 33.7734 -29.4543 16.8416 3.2193
      63     -29.3285 37.4183 -31.1335 15.9193 7.4089
      64     -38.1816 41.0520 -29.1324 7.1637 19.2678
      65     -10.8896 30.6453 -37.8118 31.0228 -13.1424
      66     -25.2489 40.6908 -40.5512 25.7956 -0.8443
      67     -14.1317 30.3125 -33.7121 26.3990 -8.0355
      68     -10.3653 27.0888 -33.8485 28.5671 -9.9348
      69     -21.0256 28.4712 -23.8014 11.4681 6.1841
      70     -15.0353 34.8111 -38.5836 34.0297 -13.1026
      71     -17.1555 36.2826 -37.3714 30.2690 -9.8117
      72     -10.0990 27.9808 -33.6941 27.8622 -10.9218
      73     -22.7843 32.9316 -29.9646 18.6470 1.2577
      74     -12.1830 32.2129 -37.7804 31.0737 -11.3130
      75     -17.4817 33.2960 -33.2943 22.3675 -4.0705
      76     -22.9922 34.4559 -32.6696 22.0301 0.4027
      77      -3.0409 16.3702 -21.8455 19.9135 -10.8412
      78     -24.1898 30.0451 -22.1593 8.2296 9.2578
      79     -13.8678 34.0685 -39.3460 34.3549 -12.8030
      80       4.7457 16.8052 -30.2734 34.8760 -24.6625
      81     -15.5779 25.3078 -24.4275 16.1437 -0.3916
      82     -12.2371 24.4299 -25.1086 19.2009 -4.8352
      83     -13.9359 28.4538 -29.7647 23.2490 -6.5921
      84     -28.6778 42.7858 -38.3016 22.1341 3.7533
      85      -1.4923 20.9705 -31.0061 31.9757 -19.5880
      86     -27.7269 41.9733 -40.7641 25.6374 0.9440
      87     -26.3221 33.8075 -27.2650 14.7647 6.9353
      88     -32.5021 43.1851 -34.7106 16.6117 10.1999
      89     -29.2276 39.4408 -38.4357 22.6021 5.3897
      90     -12.7445 26.4857 -29.1853 21.6164 -5.4852
      91     -11.3027 29.3526 -36.7275 29.9543 -12.5502
      92     -22.4840 33.8189 -31.7906 18.4610 2.6074
      93      -8.5827 28.3975 -38.0771 34.8627 -16.1209
      94     -15.0333 35.1861 -37.2000 32.6444 -10.1958
      95     -19.9773 33.1369 -32.4997 22.9525 -2.2485
      96     -18.7868 30.0412 -27.3049 17.4997 1.0754
      97     -31.1062 44.5459 -39.1879 20.7622 6.5680
      98      -7.0846 17.2358 -18.9849 16.9094 -6.4336
      99     -17.9684 33.4535 -35.2813 27.9284 -5.7419
     100       5.4148 19.9799 -33.0583 38.4940 -28.4615
     101     -22.6677 37.2235 -36.2851 24.4704 -1.4319
     102      -6.1392 26.1237 -33.2179 33.5172 -18.4186
     103      -8.6713 25.0960 -29.3778 26.4104 -10.8633
     104     -18.1177 28.9571 -28.7163 18.7273 -0.0752
     105     -19.7551 30.3203 -30.1855 19.9644 0.1114
     106     -25.4334 38.4080 -34.6397 21.5264 2.0226
     107      -1.7022 23.0730 -32.7331 33.4679 -21.6474
     108      -4.4691 18.2151 -25.2898 22.4459 -11.6177
     109       2.4473 11.8357 -20.9407 23.5988 -16.6943
     110      -3.5975 23.9540 -33.0760 33.1666 -18.5914
     111     -10.0498 26.2295 -33.0712 29.4159 -13.0257
     112     -35.8049 49.7879 -45.3704 25.8906 5.4608
     113     -20.6624 25.9102 -21.7249 11.4689 5.6616
     114     -30.9265 39.8764 -33.1604 16.2247 9.9494
     115     -18.1541 28.0147 -26.6830 18.1678 -1.3473
     116     -19.9620 31.8612 -28.7520 19.0031 -0.2067
     117       0.2924 20.7797 -31.3178 33.4013 -21.7956
     118     -34.1279 37.1647 -28.9573 10.5843 15.0672
     119      -5.6211 20.2007 -24.8929 21.7919 -11.4329
     120     -18.2072 31.7907 -32.6213 24.1421 -3.6034
     121      -3.5703 23.5910 -33.4915 32.0321 -18.8100
     122      -2.6056 19.4720 -27.6231 27.9111 -16.9488
     123       5.3762 15.8047 -28.4640 30.4827 -24.2634
     124      -9.6588 29.6187 -39.6717 33.1639 -15.2586
     125       5.0949 16.6831 -31.2089 33.9250 -23.9218
     126      -0.6715 20.7015 -30.0873 29.2246 -18.3655
     127      -4.1066 18.2220 -24.8479 24.5270 -12.4592
     128      -2.9992 23.3756 -33.8102 32.5883 -19.5364
     129      -3.0392 27.6300 -38.9259 38.0957 -22.5028
     130       4.7986 6.3624 -13.8770 17.1170 -14.1530
     131      13.8393 10.0573 -28.0892 36.1118 -31.9843
     132      -5.6164 16.8760 -19.8755 19.4602 -8.8612
     133      -5.2680 18.6663 -22.4856 19.5573 -9.5577
     134       2.9242 17.4036 -29.6438 32.2346 -22.0058
     135       3.5718 12.8136 -22.9178 23.4682 -18.4067
     136      21.4980 -6.6780 -8.4483 20.3308 -26.7239
     137       3.8788 15.2006 -25.7738 31.2078 -21.6325
     138       0.5507 14.2439 -21.8434 23.9613 -15.5043
     139       9.0801 14.2337 -29.9997 34.1369 -28.5821
     140       9.2576 15.9227 -32.3078 37.5657 -31.8142
     141      -5.1200 21.5134 -26.7724 25.4456 -14.3700
     142       2.0612 19.7442 -32.7539 34.8987 -23.0220
     143      13.2705 12.2452 -29.8535 39.4942 -33.3823
     144      12.8098 12.4519 -30.0049 39.9249 -32.9471
     145       5.9716 19.6546 -36.3428 38.9722 -29.4343
     146       1.0729 17.5053 -27.3670 31.5115 -20.4343
     147      14.7212 8.0579 -24.7665 34.0759 -30.9298
     148       4.4084 16.4897 -28.5068 31.6537 -23.3479
     149     -28.5276 30.4062 -18.0023 2.6270 15.3559
     150     -14.3790 31.1371 -34.0523 27.5318 -8.3837
     151       4.1320 16.0866 -27.5399 30.9253 -23.4182
     152     -17.1319 30.3374 -30.0316 21.0833 -2.7697
     153     -20.2710 28.0655 -26.3367 16.4299 1.8801
     154     -17.4681 34.0781 -37.3345 27.9014 -7.1198
     155       0.9340 18.3527 -27.4311 30.5093 -20.0026
     156       9.6915 17.1265 -34.2606 39.4676 -32.9217
     157      -9.2968 28.3241 -36.5541 32.2416 -14.9718
     158      -4.6015 26.9251 -38.1165 37.2518 -19.4352
     159      -1.3397 12.5422 -18.4231 18.3036 -10.7881
     160     -13.0246 25.2370 -26.1375 19.6499 -4.1856
     161     -15.0307 26.5008 -26.1528 18.5317 -2.4684
     162      -3.7806 23.9385 -32.3189 31.3299 -18.1343
     163       6.7860 17.6507 -30.8453 37.6098 -28.6403
     164      -5.3399 24.1472 -32.7195 31.0465 -16.8919
     165       8.2603 14.5142 -30.0424 34.8765 -27.2004
     166     -15.7605 32.7236 -38.5794 32.0288 -8.9422
     167      12.0445 14.8694 -31.5867 41.9224 -34.2999
     168      -3.3643 26.6960 -39.7148 41.4857 -23.2095
     169      -4.3133 26.0420 -35.3016 34.9733 -19.9039
     170     -30.9213 36.3571 -28.2918 10.5350 13.8619
     171     -16.2072 26.2071 -24.6888 16.1842 -0.1177
     172      -7.4093 25.7737 -31.9622 28.8204 -14.0415
     173     -32.1387 40.2768 -32.3881 14.7274 10.1422
     174     -13.8493 31.4585 -34.6806 28.0530 -8.9282
     175     -24.5124 39.4778 -35.9206 24.9745 -0.0505
     176     -20.7581 35.0102 -33.9797 23.5361 -1.9640
     177       0.5861 22.1866 -33.7855 33.8446 -23.1750
     178     -11.6427 26.8817 -29.5317 22.8718 -7.0510
     179     -23.4592 32.2282 -28.8212 16.3366 4.5398
     180     -19.2388 38.6790 -41.0994 31.8684 -8.2793
     181     -19.1687 28.2757 -23.8400 13.3605 3.6035
     182     -18.0733 30.2473 -30.9142 21.3419 -2.6635
     183     -15.8527 31.9046 -34.0147 27.0382 -8.2198
     184     -21.9805 34.6980 -36.2416 24.8048 -1.2420
     185      -8.5663 22.3515 -25.7487 21.1364 -8.2557
     186      -7.4381 21.2800 -26.8794 24.2469 -10.7069
     187      -2.0416 17.9949 -25.3557 25.0800 -14.7437
     188     -17.7812 35.9539 -37.2315 28.6150 -6.9724
     189     -13.0759 32.8936 -40.0060 31.7586 -12.0196
     190      -6.4692 22.1959 -28.0377 23.8142 -10.9876
     191      -4.9922 22.2869 -30.5496 28.4203 -16.1775
     192      -9.4601 28.4735 -36.4253 32.9860 -13.7833
     193      -0.8930 19.4230 -27.5153 28.3236 -17.2753
     194     -21.0991 30.3096 -25.3056 15.1395 3.2632
     195     -25.9707 33.5007 -28.6003 13.0341 8.7797
     196     -22.0614 33.8108 -31.1359 18.8988 2.4637
     197     -17.4905 30.9173 -32.2720 21.9126 -3.0092
     198      -1.1240 21.1135 -32.8482 31.7197 -19.5520
     199       8.8978 10.0035 -22.6828 28.8560 -24.4128
     200     -14.8531 34.5182 -38.3228 30.1394 -9.2564
     201     -19.9654 33.6005 -32.0620 22.7415 -1.9346
     202      -7.0769 23.0214 -28.5125 26.6869 -11.6672
     203      -8.1575 24.7674 -30.2542 27.3991 -11.4428
     204      -3.8512 23.6827 -32.9806 31.7565 -18.0148
     205      -8.0591 20.1704 -22.0541 18.8820 -7.1961
     206     -21.0506 18.4652 -9.0906 -3.8405 16.0072
     207     -25.5120 24.0735 -12.7450 -0.5006 15.0738
     208     -18.3836 36.8953 -39.4079 31.1622 -8.8281
     209     -22.5568 34.6223 -29.7843 17.9277 2.9765
     210      -6.8877 22.3635 -27.2643 25.8894 -12.1337
     211      -5.2152 22.8641 -27.8551 25.6787 -13.1689
